PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,
P48739,PITPNB,0.04330336,0.036563059,0.021199194,0.046673985,0.133392252,0.110631263,0.069783836,0.111408406,0.094385735,0.03993321,0.110631263,-0.06936904,0.071619419,-4.972275447,0.002073396,0.01054959,-2.476679475,"31,540",1.9767644,20,
P10645,CHGA,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.183434689,0.310913071,0.455952493,0.529469536,0.58478868,1.00E-07,0.455952493,-0.369942347,0.184971274,-4.971853581,0.002074319,0.01054959,-2.477178022,"50,688",1.9767644,7,
O15440,ABCC5,1.00E-07,1.00E-07,0.042754331,1.00E-07,0.115995279,0.185478654,0.306927546,0.232574908,0.117081308,1.00E-07,0.185478654,-0.199555439,0.110466377,-4.969010052,0.002080557,0.010575498,-2.480539062,"160,660",1.97569916,14,
Q9Y2H5,PLEKHA6,0.023012537,0.0155758,1.00E-07,0.082631801,0.162644213,0.22863404,0.374039701,0.311403301,0.279323183,0.019294169,0.279323183,-0.238875254,0.149742687,-4.967633817,0.002083584,0.010585064,-2.482166176,"117,128",1.975306526,22,
O75376,NCOR1,0.127490539,0.128389796,0.101741824,0.076274646,0.280862903,0.208986364,0.263515428,0.182376061,0.229468385,0.114616182,0.229468385,-0.125460988,0.171204695,-4.96477982,0.002089876,0.0106112,-2.485541285,"270,210",1.974235507,26,
Q13356,PPIL2,0.094849358,0.068663342,0.096221738,0.052009203,0.186405078,0.226124612,0.272365117,0.155153965,0.200065654,0.08175635,0.200065654,-0.132076283,0.143974052,-4.962987237,0.002093839,0.010625487,-2.487661763,"58,823",1.973651148,14,
Q92622,RUBCN,0.50471239,0.451837568,1.018636241,0.539878957,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.522295673,1.00E-07,0.628766189,0.314383194,4.958040368,0.00210482,0.01067535,-2.49351585,"108,622",1.971617866,2,
P49454,CENPF,1.799724556,1.807498237,1.883208005,1.925417556,2.445511536,2.216653329,2.08702375,2.431607863,2.210521602,1.845353121,2.216653329,-0.441237031,2.074580604,-4.957200069,0.002106691,0.010678979,-2.494510596,"367,764",1.971470287,52,
Q9NQZ6,ZC4H2,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.826957327,1.16863956,1.825578114,2.22570296,1.742264041,1.00E-07,1.742264041,-1.51171939,0.755859795,-4.956682501,0.002107845,0.010678979,-2.495123342,"26,244",1.971470287,5,
Q9HAW4,CLSPN,1.247747127,1.00E-07,1.00E-07,1.00E-07,4.063582371,2.460592152,2.514598246,2.231121898,1.184350895,1.00E-07,2.460592152,-2.50553681,1.564705262,-4.955933387,0.002109516,0.010681592,-2.496010282,"151,094",1.971364014,6,
P45974,USP5,0.051548548,0.051339531,0.054438168,0.054105377,0.07382604,0.061821728,0.070064022,0.079523709,0.070885591,0.052826963,0.070885591,-0.018450969,0.062083391,-4.952661636,0.002116832,0.01071277,-2.499884912,"95,786",1.970098208,40,
Q8WV41,SNX33,0.263417464,0.281061616,0.339266587,0.318936604,0.427843755,0.417123042,0.366425116,0.412141052,0.415604755,0.29999911,0.415604755,-0.105212674,0.353276905,-4.9493119,0.002124352,0.01073835,-2.50385346,"65,265",1.969062454,11,
P42694,HELZ,0.044261981,0.061912668,0.05192927,0.032408051,0.086948495,0.096603919,0.089632131,0.12579445,0.10690817,0.048095625,0.096603919,-0.052116756,0.073686371,-4.948561024,0.002126042,0.01073835,-2.504743267,"218,970",1.969062454,27,
Q9H6D7,HAUS4,0.205126238,0.169599893,0.161398767,0.138064702,0.246848746,0.242829627,0.244804085,0.22415619,0.245370426,0.16549933,0.244804085,-0.071112262,0.204103531,-4.948511598,0.002126153,0.01073835,-2.50480184,"42,400",1.969062454,8,
Q9UKF6,CPSF3,0.247493241,0.201791999,0.233810125,0.241907921,0.307992382,0.327701548,0.284553248,0.284405854,0.337271626,0.237859023,0.307992382,-0.069912436,0.26620704,-4.948343249,0.002126532,0.01073835,-2.505001349,"77,486",1.969062454,30,
P27338,MAOB,0.278805263,0.210930389,0.245722053,0.083126516,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.804523278,0.228326221,1.00E-07,0.204645955,0.102323078,4.945308963,0.002133378,0.010765011,-2.508597954,"58,763",1.967985533,3,
Q7M4L6,SHF,0.509383276,0.540783269,0.346383251,0.18248751,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.427883264,1.00E-07,0.394759227,0.197379713,4.944971557,0.002134141,0.010765011,-2.508997968,"46,768",1.967985533,4,
Q8TE02,ELP5,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.198328164,0.147248448,0.16127215,0.058727662,0.138964892,1.00E-07,0.147248448,-0.141394006,0.070697103,-4.943378052,0.002137747,0.010771518,-2.510887379,"34,841",1.967723081,3,
Q6ZPD9,DPY19L3,0.069755579,0.065121975,0.048938402,0.090309601,0.035434895,1.00E-07,1.00E-07,0.010209044,1.00E-07,0.067438777,1.00E-07,0.057120354,0.039971212,4.943372015,0.002137761,0.010771518,-2.510894539,"83,197",1.967723081,7,
Q6NZI2,CAVIN1,0.343323453,0.39073345,0.413014802,0.408820327,0.554220984,0.565767983,0.456628838,0.553163445,0.531493469,0.399776889,0.553163445,-0.143472304,0.46070916,-4.942235047,0.002140338,0.010778631,-2.512242856,"43,476",1.967436401,10,
Q05932,FPGS,0.36736916,0.460006042,0.464218317,0.3785358,0.571189015,0.678077947,0.673719242,0.551436333,0.657993953,0.419270921,0.657993953,-0.201073304,0.518068982,-4.931021861,0.002165945,0.010898102,-2.525550218,"64,609",1.96264912,8,
O43281,EFS,1.00E-07,1.00E-07,0.646585329,1.00E-07,1.212411927,0.906233336,1.093676057,0.873055971,0.407171487,1.00E-07,0.906233336,-0.859697916,0.591495365,-4.930576824,0.002166968,0.010898102,-2.526078736,"58,815",1.96264912,2,
P98095,FBLN2,2.267269801,2.03838696,2.291908863,2.103209665,2.723978856,2.458370591,2.610115744,2.521010595,2.836408288,2.185239733,2.610115744,-0.403175124,2.376781384,-4.930303034,0.002167598,0.010898102,-2.526403898,"126,573",1.96264912,9,
P62851,RPS25,0.101466411,0.133241613,0.134654282,0.137091048,0.162515852,0.218316851,0.212764846,0.220806069,0.206652959,0.133947947,0.212764846,-0.076987566,0.165107122,-4.924146472,0.002181815,0.010963622,-2.533718436,"13,742",1.960045949,6,
P47974,ZFP36L2,1.87815352,1.965002597,1.937683935,2.054824046,2.356473513,2.279048616,2.207445319,2.135274166,2.234422828,1.951343266,2.234422828,-0.285644379,2.101738214,-4.922922797,0.002184654,0.010971921,-2.535172907,"51,063",1.959717314,4,
Q8IX01,SUGP2,0.026584316,0.047633332,0.042216812,0.037280577,1.00E-07,0.0209754,0.006015424,0.005578062,0.006714462,0.039748695,0.006015424,0.030286513,0.023285503,4.915838387,0.002201167,0.011048857,-2.543597664,"120,207",1.956682664,41,
A6NIX2,WTIP,1.178238556,0.686010349,0.422572438,1.105706985,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.255757158,0.895858667,1.00E-07,0.848131982,0.424066091,4.913773471,0.002206007,0.011061905,-2.54605459,"45,124",1.956170075,1,
Q8TCZ2,CD99L2,0.093024406,0.209455452,0.19568647,0.159927626,0.275237611,0.334838834,0.316383793,0.288323324,0.281979726,0.177807048,0.288323324,-0.139172402,0.234109689,-4.913708412,0.00220616,0.011061905,-2.54613201,"27,986",1.956170075,2,
Q02040,AKAP17A,0.054067931,0.083432827,0.076152694,0.074794776,0.00320669,1.00E-07,0.043941261,0.016482533,0.048846647,0.075473735,0.016482533,0.056204411,0.044009852,4.910788412,0.002213024,0.011089521,-2.54960741,"80,735",1.955087202,17,
Q9NWZ8,GEMIN8,0.055184137,0.047090364,0.052482731,0.045343553,0.032680644,0.011414965,0.018536688,1.00E-07,0.029118105,0.049786547,0.018536688,0.034367097,0.032841648,4.910346148,0.002214066,0.011089521,-2.550133899,"28,637",1.955087202,6,
Q16828,DUSP6,2.334285723,1.900614921,2.19820547,0.993652721,0.731809835,1.00E-07,1.00E-07,1.00E-07,1.00E-07,2.049410196,1.00E-07,1.673737175,1.019821121,4.909281428,0.002216577,0.011096084,-2.551401501,"42,320",1.954830269,1,
Q13509,TUBB3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.021848421,0.054694616,0.025703867,0.041809882,0.029863728,1.00E-07,0.029863728,-0.036014096,0.018007148,-4.898498598,0.002242181,0.011218183,-2.564248036,"50,433",1.950077499,16,
Q9P2D0,IBTK,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.075051716,0.237041326,0.252213586,0.251502124,0.072575482,1.00E-07,0.237041326,-0.203952088,0.101976144,-4.894499611,0.00225176,0.01126002,-2.569016566,"150,528",1.94846085,5,
P52630,STAT2,0.567024089,0.62299228,0.694681505,0.651922273,0.764517045,0.879272397,0.83140303,0.775528781,0.758419056,0.637457276,0.775528781,-0.178525277,0.723417675,-4.893093567,0.00225514,0.011269065,-2.57069372,"97,916",1.948112114,11,
Q16881,TXNRD1,0.032944247,0.015648172,0.000801242,1.00E-07,0.072626928,0.044957866,0.063706689,0.053847731,0.091452971,0.008224707,0.063706689,-0.046436363,0.035566622,-4.892733066,0.002256007,0.011269065,-2.571123778,"70,906",1.948112114,22,
P06737,PYGL,0.157871361,0.120917498,0.136033492,0.138861871,0.170551006,0.215302453,0.197135,0.196574846,0.190417369,0.137447682,0.196574846,-0.056469771,0.166655941,-4.891049209,0.002260063,0.011275483,-2.573132765,"97,149",1.947864834,30,
Q7Z7G8,VPS13B,0.886665744,0.85049181,0.898759423,0.579572897,1.187413064,1.369355063,1.126934075,1.272001813,1.113458369,0.868578777,1.187413064,-0.435053536,1.021399236,-4.890757203,0.002260767,0.011275483,-2.573481196,"448,664",1.947864834,8,
Q8N9N2,ASCC1,0.044153133,0.04860944,0.074074615,0.018272228,0.225017375,0.215944317,0.107546239,0.18573811,0.216330125,0.046381287,0.215944317,-0.137284156,0.114919432,-4.890681295,0.00226095,0.011275483,-2.573571773,"45,509",1.947864834,10,
P10588,NR2F6,0.26125969,0.249883434,0.088846416,0.20688224,0.652265073,0.406761138,0.534195513,0.462166465,0.559759186,0.228382837,0.534195513,-0.312129102,0.357782496,-4.889512102,0.002263773,0.011283473,-2.57496702,"42,979",1.947557214,5,
Q9H201,EPN3,0.150834596,0.151388672,0.166325104,0.184531757,0.193005356,0.210883195,0.213761688,0.210514336,0.205021489,0.158856888,0.210514336,-0.043771112,0.185155588,-4.885780842,0.002272806,0.011322396,-2.579420984,"68,222",1.946061659,1,
O15270,SPTLC2,0.288266518,0.097771665,0.381325006,0.21203382,0.53409056,0.563809199,0.570555695,0.492703849,0.597976664,0.250150169,0.563809199,-0.295440573,0.392569539,-4.884521305,0.002275865,0.011330376,-2.580924925,"62,924",1.945755663,14,
Q99759,MAP3K3,0.35999427,0.376045766,0.128138235,0.254789297,1.00E-07,0.029249175,1.00E-07,1.00E-07,0.131522735,0.307391783,1.00E-07,0.272429523,0.14352713,4.884085674,0.002276924,0.011330376,-2.581445139,"70,898",1.945755663,6,
Q7KZI7,MARK2,0.226023036,0.201482808,0.171697168,0.199978656,0.304259647,0.264476464,0.250766038,0.283827133,0.288563859,0.200730732,0.283827133,-0.076036904,0.237813869,-4.883360996,0.002278687,0.011330376,-2.582310583,"87,911",1.945755663,23,
P21281,ATP6V1B2,0.079138522,0.03080281,0.070695837,0.069241838,0.122599764,0.103324042,0.130693812,0.12932379,0.126013723,0.069968838,0.126013723,-0.0590156,0.091977552,-4.883104838,0.00227931,0.011330376,-2.582616516,"56,501",1.945755663,14,
O95405,ZFYVE9,0.043794614,0.106801334,0.011188955,0.172798361,0.321635514,0.25156669,0.259148385,0.249924633,0.259380176,0.075297974,0.259148385,-0.186922989,0.177107311,-4.879306821,0.002288576,0.011370327,-2.587153637,"156,403",1.944227063,7,
O00159,MYO1C,0.085934995,0.062270293,0.067321001,0.079589244,0.119889733,0.122320813,0.100812451,0.142329889,0.148566436,0.073455122,0.122320813,-0.047559338,0.097558552,-4.869164175,0.00231353,0.011477933,-2.599280097,"121,682",1.9401363,47,
P39019,RPS19,0.178944172,0.167502659,0.165182689,0.173064444,0.21192782,0.203287777,0.194603447,0.230366447,0.214104597,0.170283551,0.21192782,-0.038872882,0.190609932,-4.869095215,0.002313701,0.011477933,-2.599362595,"16,060",1.9401363,12,
P55209,NAP1L1,0.153268984,0.088623985,0.148913536,0.117021555,0.199898582,0.203179018,0.191268694,0.203186677,0.211745037,0.132967546,0.203179018,-0.072426228,0.163170129,-4.868990868,0.002313959,0.011477933,-2.599487429,"45,374",1.9401363,12,
Q9Y285,FARSA,0.022281798,0.038326269,0.039088861,0.03305034,0.017997412,0.006992866,0.008150449,0.001519788,0.033724764,0.035688305,0.008150449,0.024521688,0.020925973,4.865946933,0.002321509,0.011509209,-2.603129655,"57,564",1.938954527,25,
Q9H7Z3,NRDE2,1.00E-07,0.014220071,0.003853301,0.034025364,0.115667742,0.091887389,0.18692965,0.21165344,0.215321132,0.009036686,0.18692965,-0.138509846,0.082279632,-4.865074666,0.002323678,0.011513786,-2.60417361,"132,673",1.938781833,20,
Q9BV38,WDR18,0.100351405,0.107938547,0.106276622,0.100564964,0.146490029,0.127247993,0.174244024,0.153747057,0.166945409,0.103420793,0.153747057,-0.046649391,0.12710758,-4.864213537,0.002325821,0.011518233,-2.605204341,"47,405",1.938614146,15,
P07741,APRT,0.026739468,0.027541964,0.032453439,0.026061391,0.002959093,0.013938788,0.010900129,0.018058825,0.010995771,0.027140716,0.010995771,0.016734857,0.019831637,4.859559589,0.002337442,0.011563975,-2.610776722,"19,608",1.936892864,11,
P35219,CA8,0.121104825,0.144576489,0.064290002,0.278095978,0.817760037,0.579902123,0.66173258,0.397904589,0.628696803,0.132840657,0.628696803,-0.462308009,0.383170828,-4.859512885,0.002337559,0.011563975,-2.610832658,"32,973",1.936892864,2,
Q6P1L5,FAM117B,0.553189701,0.624864054,0.685698998,0.647521411,0.95846909,0.846292194,0.946790335,0.764701359,0.765166489,0.636192732,0.846292194,-0.251244704,0.753440893,-4.857518891,0.002342558,0.011582509,-2.613221111,"61,968",1.936197364,7,
Q96PV7,FAM193B,0.474146068,0.446922135,0.607195125,0.584289817,0.746940796,0.69890141,0.833883633,0.862403406,0.818353648,0.529217942,0.818353648,-0.257394025,0.656835299,-4.851388124,0.002358004,0.011647392,-2.62056823,"96,543",1.933771289,6,
Q8TAD8,SNIP1,0.099172372,0.167165017,0.073591317,0.082700493,0.345923075,0.271344958,0.200661625,0.307538562,0.300694756,0.090936432,0.300694756,-0.175709755,0.193512177,-4.851310477,0.0023582,0.011647392,-2.620661316,"45,778",1.933771289,11,
P47928,ID4,1.00E-07,1.00E-07,1.00E-07,1.00E-07,2.53104467,2.623981368,0.838015518,1.774766241,0.83728179,1.00E-07,1.774766241,-1.94195185,0.970976025,-4.850785573,0.002359528,0.011647729,-2.621290616,"16,622",1.933758748,2,
Q9NU22,MDN1,0.006346226,0.008082674,0.010529573,0.004258792,1.00E-07,1.00E-07,1.00E-07,0.001118727,1.00E-07,0.00721445,1.00E-07,0.007024559,0.003792036,4.846949711,0.002369257,0.011689515,-2.625890564,"632,820",1.932203496,206,
Q9Y5F8,PCDHGB7,3.479331579,3.224688189,3.222828316,3.360708945,4.467147912,3.952026261,4.268467578,5.041259565,5.285095965,3.292698567,4.467147912,-1.110336072,3.877057293,-4.843399298,0.002378302,0.011723692,-2.630150068,"100,974",1.930935584,4,
P18621,RPL17,0.095037218,0.102838687,0.094607639,0.050600376,0.147460025,0.174224021,0.135084006,0.1723477,0.149601784,0.094822429,0.149601784,-0.071507958,0.121524959,-4.843235659,0.00237872,0.011723692,-2.630346432,"21,397",1.930935584,10,
Q7LBC6,KDM3B,0.212590668,0.221618058,0.211513618,0.210694407,0.24128597,0.251172654,0.243074421,0.226983884,0.242162131,0.212052143,0.242162131,-0.026525045,0.22736671,-4.84078575,0.002384986,0.011748309,-2.633286741,"191,581",1.930024638,51,
P49674,CSNK1E,0.510097279,0.531315917,0.60767531,0.581669132,0.877765131,0.906901858,0.776314644,1.131349984,0.862536303,0.556492525,0.877765131,-0.365393494,0.740386157,-4.83814858,0.00239175,0.011775359,-2.63645275,"47,315",1.929025843,6,
Q8WVD3,RNF138,1.035407411,0.48448908,1.09482768,1.012269579,1.558475568,1.680570222,1.621772125,1.509038824,0.73134874,1.023838495,1.558475568,-0.685715748,1.249606311,-4.837582935,0.002393204,0.011776246,-2.637131955,"28,193",1.928993135,5,
Q14689,DIP2A,0.264736633,0.288044575,0.370606103,0.286690858,0.146032013,0.207393426,0.187031537,0.142428574,0.109434398,0.287367717,0.146032013,0.131798155,0.236620465,4.83404193,0.002402328,0.011814852,-2.641384889,"170,369",1.927571717,24,
Q96F85,CNRIP1,0.061819124,0.076501361,0.032897183,0.033712037,0.203973393,0.194995622,0.119835125,0.133012831,0.189956842,0.047765581,0.189956842,-0.111721817,0.107093335,-4.833335869,0.002404152,0.011817536,-2.64223312,"18,648",1.927473073,8,
P32121,ARRB2,0.098864892,0.113456218,0.122646237,0.122938101,0.148873853,0.151148018,0.184240827,0.15860553,0.196427933,0.118051228,0.15860553,-0.046240695,0.13759671,-4.829569107,0.002413908,0.011859188,-2.646759539,"46,106",1.925945061,18,
Q9BRJ2,MRPL45,0.039008462,0.013735425,0.083368589,0.026588332,0.105239803,0.121616196,0.107821071,0.126005779,0.137660514,0.032798397,0.121616196,-0.07449551,0.077922957,-4.821908604,0.002433886,0.011950989,-2.655971199,"35,351",1.922596146,16,
O95235,KIF20A,0.986984347,1.221962617,1.143356109,1.145927666,1.4323171,1.338135912,1.36281927,1.360172367,1.320650855,1.144641887,1.360172367,-0.248803478,1.248959423,-4.819830195,0.002439339,0.011966043,-2.658471903,"100,278",1.922049432,21,
P49336,CDK8,0.308780371,0.347625042,0.311809201,0.314562228,0.432056152,0.362339441,0.399185844,0.419370571,0.503005063,0.313185715,0.419370571,-0.082543791,0.361966106,-4.819325528,0.002440665,0.011966043,-2.659079201,"53,284",1.922049432,4,
O43502,RAD51C,0.413892489,0.310395123,0.461031417,0.332309451,2.727790224,5.633541389,2.639580618,5.092820334,5.715005881,0.37310097,5.092820334,-3.644026021,2.201420131,-4.819260834,0.002440835,0.011966043,-2.659157054,"42,190",1.922049432,8,
O00469,PLOD2,0.222738175,0.203517938,0.212772964,0.209129219,0.286424514,0.250199135,0.242220246,0.266813649,0.295205509,0.210951092,0.266813649,-0.049374812,0.23672698,-4.816779955,0.002447365,0.011991701,-2.66214301,"84,686",1.921119212,27,
Q9BUK0,CHCHD7,0.219823582,0.177731243,0.167716269,0.141119802,0.07950747,0.08636764,1.00E-07,1.00E-07,1.00E-07,0.172723756,1.00E-07,0.135128897,0.109033276,4.815743873,0.002450098,0.011998734,-2.663390285,"10,095",1.920864564,1,
Q9H9D4,ZNF408,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.405312416,0.486663833,1.015281923,0.905875025,1.113564934,1.00E-07,0.905875025,-0.703283199,0.3516417,-4.814570478,0.002453198,0.012007553,-2.664803048,"78,439",1.920545472,2,
Q6UXN9,WDR82,0.038613309,0.147347335,0.096399679,0.052320885,0.327888248,0.195996139,0.269603551,0.234282406,0.24230184,0.074360282,0.24230184,-0.173272284,0.170306444,-4.812002514,0.002459997,0.012032516,-2.667895551,"35,079",1.919643562,13,
Q93052,LPP,0.120897277,0.122610794,0.115601875,0.118299075,0.159148338,0.159591715,0.166084471,0.132872265,0.159994714,0.119598176,0.159591715,-0.035071942,0.136888226,-4.811661628,0.002460901,0.012032516,-2.668306139,"65,746",1.919643562,29,
O94806,PRKD3,0.140929787,0.142404246,0.155818915,0.113816043,0.220516111,0.179222228,0.236453867,0.252643109,0.224191883,0.141667016,0.224191883,-0.083966581,0.180225538,-4.809861793,0.00246568,0.012049513,-2.670474261,"100,471",1.919030499,9,
Q9HAV4,XPO5,0.068902052,0.069509603,0.049161171,0.056561956,0.095235106,0.082576198,0.08755556,0.08479181,0.089812258,0.062732004,0.08755556,-0.026505973,0.074286682,-4.804679032,0.002479501,0.012110655,-2.676720113,"136,311",1.91683236,58,
O00429,DNM1L,0.068971301,0.065221708,0.060523648,0.059443338,0.09549671,0.081133937,0.093491775,0.077399531,0.084567074,0.062872678,0.084567074,-0.02334049,0.075210243,-4.798671581,0.002495631,0.012178375,-2.683964614,"81,877",1.914410651,41,
A8MW92,PHF20L1,0.600095216,0.425539117,0.368182054,0.596492719,0.264384593,0.045512093,0.133493678,0.163987905,0.178122626,0.511015918,0.163987905,0.345732709,0.324710922,4.798449819,0.002496228,0.012178375,-2.68423214,"115,010",1.914410651,9,
Q9NQZ5,STARD7,0.54665377,0.590344758,0.56108794,0.735249933,0.890437687,0.912123356,0.846385001,0.771737716,0.886783883,0.575716349,0.886783883,-0.24683684,0.73175252,-4.79804576,0.002497318,0.012178375,-2.684719601,"43,113",1.914410651,7,
Q8NBN3,TMEM87A,0.197032134,0.188330233,0.187660315,0.153147667,0.302472468,0.231279486,0.2992877,0.258164047,0.299206969,0.187995274,0.299206969,-0.091258338,0.227171756,-4.794104877,0.00250797,0.012223877,-2.689475138,"63,430",1.912791044,8,
P28074,PSMB5,0.027079898,0.071600107,0.072136994,0.072398415,0.119885465,0.113772038,0.10882499,0.11349607,0.067927916,0.071868551,0.11349607,-0.053190787,0.087399247,-4.791125193,0.002516059,0.012256837,-2.693072251,"28,480",1.911621572,12,
Q6ZNJ1,NBEAL2,0.100927512,0.138822326,0.199854779,0.216427069,1.00E-07,0.005501994,1.00E-07,0.06746799,0.083341608,0.169338553,0.005501994,0.145765376,0.091125234,4.788792772,0.00252241,0.012281309,-2.695888864,"302,517",1.910755358,15,
Q8N8R3,SLC25A29,1.00E-07,1.00E-07,0.266747087,1.00E-07,0.338797954,0.64537739,0.766679023,0.780362445,0.889640509,1.00E-07,0.766679023,-0.566117356,0.349745525,-4.786955678,0.002527426,0.012296017,-2.698107873,"32,062",1.910235552,6,
