,baseMean,log2FoldChange,pvalue,padj,gene_name,present in APEX-RNCseq lyso?,present in APEX-RNCseq cyto?,present in FULL APEX-RNCseq lyso,present in FULL APEX-RNC cyto list,present in p300,present in Psig,present in Fsig
ENSG00000163660.11,275.8096887,-0.830264868,5.90E-07,4.84E-06,CCNL1,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000142867.14,72.04364715,-0.830417353,7.19E-05,0.000464997,BCL10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000144589.22,27.31917011,-0.830701824,0.010872754,0.040499308,STK11IP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000167536.14,47.53113076,-0.831087221,0.001343249,0.006730412,DHRS13,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000108679.13,48.27281298,-0.831447524,0.003834781,0.016899426,LGALS3BP,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000118495.19,34.28331203,-0.83160867,0.003724679,0.016470304,PLAGL1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000119599.17,53.08224794,-0.831823844,0.001712423,0.008335345,DCAF4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000264294.1,57.04831877,-0.832463833,0.003986119,0.017486272,SNORD55,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197093.11,25.64436123,-0.833649327,0.01072937,0.040046001,GAL3ST4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000174738.13,103.7120412,-0.833966418,1.21E-05,8.70E-05,NR1D2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000223496.3,283.609352,-0.8347512,1.45E-08,1.33E-07,EXOSC6,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000172375.13,75.3898428,-0.834962569,0.000137181,0.00084495,C2CD2L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000106133.18,40.97807366,-0.834968901,0.003420245,0.015284232,NSUN5P2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000166046.11,84.38079646,-0.835634276,1.26E-05,9.03E-05,TCP11L2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000151689.13,129.7440701,-0.835754926,1.55E-06,1.22E-05,INPP1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000172171.11,39.87196514,-0.835963431,0.003790418,0.016720447,TEFM,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000259529.2,60.839488,-0.835992287,0.000464648,0.002592979,AL136295.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000158296.14,37.98636106,-0.836702717,0.00328207,0.014735353,SLC13A3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000172733.11,96.4864539,-0.836821727,9.71E-05,0.000613243,PURG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123411.15,109.916799,-0.836943886,2.89E-05,0.000197722,IKZF4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000234284.7,44.6621658,-0.837157193,0.000914885,0.004771361,ZNF879,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000165195.15,57.52165331,-0.837262109,0.002166992,0.010268314,PIGA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000082512.15,90.69800216,-0.838094878,5.03E-05,0.000333451,TRAF5,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000130304.17,29.88657426,-0.838206388,0.012890716,0.046652442,SLC27A1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000072401.15,170.2588528,-0.83851735,6.17E-08,5.47E-07,UBE2D1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000166535.20,36.2397267,-0.83856007,0.009891589,0.037471463,A2ML1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000233237.8,58.85139582,-0.83929942,0.000340403,0.001949191,LINC00472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000095574.11,136.0541539,-0.839533093,3.90E-07,3.25E-06,IKZF5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000172840.7,108.9771425,-0.83995353,2.26E-06,1.75E-05,PDP2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204851.7,39.98544632,-0.840734525,0.007970768,0.031415138,PNMA8B,#N/A,yes,#N/A,yes,yes,yes,yes
ENSG00000127530.4,34.66329603,-0.840840916,0.011933429,0.043799479,OR7C1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000270112.4,47.09267527,-0.840950052,0.002376403,0.011138257,AC090241.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000121413.12,65.97175713,-0.841065576,0.000116119,0.000723772,ZSCAN18,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000166762.18,86.67978561,-0.841836061,5.78E-05,0.000379332,CATSPER2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000260170.1,39.17394394,-0.842038059,0.002482922,0.011573913,AC090527.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000080947.15,83.45203348,-0.842784006,0.000216715,0.001290148,CROCCP3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000261188.1,43.70991325,-0.842948058,0.002039518,0.009734336,Z95115.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204103.4,33.1988172,-0.843100593,0.007430433,0.029659298,MAFB,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000183914.14,57.27746251,-0.843934517,0.000534333,0.002934294,DNAH2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000120699.13,119.650122,-0.844459084,1.96E-06,1.53E-05,EXOSC8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000186130.5,132.6613723,-0.844507957,1.67E-05,0.00011789,ZBTB6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000166123.14,229.9352005,-0.844886252,1.30E-07,1.13E-06,GPT2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000059804.16,365.0001891,-0.845042302,9.72E-09,9.06E-08,SLC2A3,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000100532.12,48.65981303,-0.845565724,0.000875149,0.004585796,CGRRF1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000254166.3,52.16847345,-0.845759568,0.006107862,0.025156053,CASC19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000112659.14,103.1473776,-0.84582735,0.000473049,0.002634767,CUL9,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000121270.15,29.39807918,-0.845886626,0.009538335,0.036353484,ABCC11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000153896.18,50.15850127,-0.847127944,0.000519857,0.00286276,ZNF599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213339.9,39.58852269,-0.847444836,0.004126998,0.018034714,QTRT1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000235381.1,33.3045137,-0.847497898,0.005878431,0.024320541,AL596202.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000213983.12,100.1560881,-0.847519611,8.27E-05,0.00052853,AP1G2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000214655.10,154.764143,-0.847806805,2.91E-06,2.23E-05,ZSWIM8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000103037.11,136.0916729,-0.849003956,1.68E-06,1.31E-05,SETD6,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000280789.2,74.99507914,-0.849114631,8.20E-05,0.000524238,PAGR1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000237289.9,85.76961495,-0.849124667,1.35E-05,9.63E-05,CKMT1B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000236333.4,56.11191887,-0.849345325,0.000613051,0.003321858,TRHDE-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000113966.10,127.3149315,-0.84937327,7.80E-06,5.72E-05,ARL6,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000213413.2,30.13635673,-0.849522729,0.008431059,0.032853204,PVRIG,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000170271.11,43.23176396,-0.849913786,0.00096989,0.005035134,FAXDC2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000180385.8,26.15119667,-0.850186286,0.008999456,0.034679185,EMC3-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198081.11,69.94044712,-0.850418032,0.000157388,0.000959958,ZBTB14,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000176845.13,48.01079211,-0.850664685,0.00064094,0.003455017,METRNL,#N/A,yes,#N/A,yes,#N/A,yes,#N/A
ENSG00000083812.12,73.5438785,-0.850748829,0.000108239,0.000678712,ZNF324,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000168612.4,51.98866166,-0.850996981,0.00091941,0.004791634,ZSWIM1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000030419.16,42.29605681,-0.851780227,0.001810649,0.00875894,IKZF2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000151135.10,109.8136078,-0.852338181,2.67E-06,2.06E-05,TMEM263,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000280165.1,41.80130329,-0.854910021,0.001335198,0.006691859,PCDH20,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000153443.13,45.37981619,-0.855135112,0.000877318,0.004596519,UBALD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000280138.1,90.42502025,-0.855228574,7.82E-05,0.000502439,AC027290.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000189350.12,35.24845163,-0.85552967,0.00897633,0.034598211,TOGARAM2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000070761.8,122.2348085,-0.856408944,4.98E-06,3.73E-05,CFAP20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000147642.17,219.5326779,-0.856678925,8.32E-08,7.32E-07,SYBU,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000089250.19,36.5282259,-0.85729397,0.009478684,0.036178868,NOS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000152433.14,31.83422802,-0.857552341,0.005614488,0.023430013,ZNF547,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000160961.12,115.4337867,-0.857964088,6.34E-07,5.18E-06,ZNF333,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000272341.1,30.75594374,-0.858571051,0.007636616,0.030340309,AL137003.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000171302.17,68.03436527,-0.859028388,0.000115543,0.000720779,CANT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000147454.14,95.40244986,-0.859199309,3.88E-05,0.000260885,SLC25A37,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000006025.12,29.33791347,-0.859470063,0.006866816,0.02771735,OSBPL7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000220323.4,201.1177756,-0.859509697,7.11E-07,5.78E-06,HIST2H2BD,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105278.11,30.02905057,-0.860151283,0.007896448,0.031176954,ZFR2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000237505.8,33.63199462,-0.86028348,0.010204129,0.038416833,PKN2-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000158717.11,22.56271151,-0.860395464,0.01321663,0.047555792,RNF166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000269973.1,39.31860494,-0.860473635,0.001423043,0.00708482,AC010969.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000182983.15,54.20905149,-0.860786026,0.000479385,0.002665382,ZNF662,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000162813.18,41.57190737,-0.861031516,0.000953506,0.004956935,BPNT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000206573.9,213.0965208,-0.861213135,9.35E-07,7.53E-06,THUMPD3-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000129460.16,107.2917756,-0.861252951,6.75E-06,4.99E-05,NGDN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000272578.5,122.292642,-0.861287301,3.75E-05,0.000252721,AP000347.1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000255629.1,24.88154992,-0.861498243,0.010629783,0.039730785,AC025576.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000078549.14,572.5376748,-0.861518732,1.17E-09,1.15E-08,ADCYAP1R1,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000285599.1,33.80974427,-0.86162694,0.008737101,0.033887418,AC234917.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000103888.17,38.5722371,-0.862085983,0.001404107,0.007002535,CEMIP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000253251.2,44.77238074,-0.862914649,0.001841698,0.008888512,SHLD3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000124574.15,70.32747737,-0.864225052,0.000112279,0.000702284,ABCC10,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000100744.15,101.2338471,-0.865378788,4.33E-05,0.000289219,GSKIP,#N/A,#N/A,#N/A,yes,#N/A,yes,#N/A
ENSG00000181790.11,117.7272433,-0.865653464,0.000155995,0.00095208,ADGRB1,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000260037.5,27.24987199,-0.865975991,0.006462662,0.026391429,AC104938.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000175147.13,58.7821033,-0.866003791,0.000154293,0.000942614,TMEM51-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000181274.7,26.37982688,-0.866083913,0.007121757,0.028594459,FRAT2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000156345.17,77.72690663,-0.866392471,0.000173463,0.001049136,CDK20,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000260570.1,87.46457211,-0.86749756,0.000203808,0.001218721,AC133550.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000134294.14,1292.69731,-0.86876922,1.18E-12,1.37E-11,SLC38A2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000101199.13,78.05609271,-0.869151196,8.92E-05,0.0005671,ARFGAP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000120162.10,82.95062476,-0.869385392,7.52E-05,0.000484837,MOB3B,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000254317.1,27.09720434,-0.869553693,0.01001942,0.037870762,AC022973.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000121691.7,56.0339133,-0.869842087,0.00022683,0.001345034,CAT,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000143443.10,27.15123128,-0.869871204,0.006690881,0.027166729,C1orf56,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105854.13,49.64952639,-0.869891429,0.00111883,0.005708074,PON2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000114120.13,888.9780451,-0.870254524,7.70E-12,8.53E-11,SLC25A36,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000178927.18,32.64762163,-0.870639109,0.005353235,0.022504934,CYBC1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000163870.16,27.72577029,-0.870678441,0.005598319,0.023372933,TPRA1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000240857.2,45.21052045,-0.871375828,0.000720524,0.00384919,RDH14,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000138650.9,929.7456238,-0.871870484,3.77E-13,4.47E-12,PCDH10,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000165312.6,40.10313703,-0.872514711,0.001579129,0.007762033,OTUD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000110107.9,150.1707136,-0.872618681,5.35E-06,3.99E-05,PRPF19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000267459.1,89.47876487,-0.873006106,7.50E-06,5.51E-05,AC006116.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000284610.1,23.20788871,-0.873284351,0.010963642,0.040759992,AC107918.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000205208.5,39.90258888,-0.873703456,0.001467469,0.007280545,C4orf46,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000175170.16,28.25378213,-0.874071531,0.005748905,0.023908537,FAM182B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167524.14,73.05984258,-0.874299213,7.36E-05,0.000475025,RSKR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000158813.18,22.75292701,-0.875726491,0.013399565,0.048057366,EDA,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000105722.10,42.55556698,-0.875878105,0.002017881,0.009639646,ERF,yes,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000185252.19,63.14959957,-0.876395272,0.000100303,0.000632322,ZNF74,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000074803.19,75.26486908,-0.87650036,7.25E-05,0.000468404,SLC12A1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000172046.19,109.3562153,-0.876692769,1.86E-06,1.45E-05,USP19,#N/A,yes,#N/A,yes,yes,#N/A,yes
ENSG00000135424.16,47.67596111,-0.877200277,0.000546252,0.002990125,ITGA7,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000127329.15,55.12671121,-0.877428497,0.000591924,0.00321667,PTPRB,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000286760.1,25.30779807,-0.877483398,0.01016645,0.038299206,AL022069.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000182050.13,211.3345296,-0.877884999,1.42E-07,1.23E-06,MGAT4C,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000111859.17,32.16933057,-0.877975596,0.006868255,0.027718176,NEDD9,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000286058.1,95.30839345,-0.878341266,0.001524665,0.007527848,AC018865.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000158683.8,31.10161841,-0.878692287,0.011491477,0.042430505,PKD1L1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000149532.15,236.4094737,-0.879311238,1.87E-08,1.72E-07,CPSF7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000256664.1,44.17991149,-0.879530231,0.000652185,0.003511096,AC025423.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000089775.11,146.6160393,-0.879839453,5.29E-08,4.71E-07,ZBTB25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000132801.7,33.35494072,-0.880173889,0.003193945,0.014387896,ZSWIM3,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000253553.7,51.99077655,-0.881775413,0.000307945,0.001774971,AC090578.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000277935.1,32.21070189,-0.882045226,0.003921376,0.017244588,AC007527.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000108950.12,28.00350024,-0.882179166,0.005543674,0.023183479,FAM20A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164828.18,425.3509885,-0.882722168,9.05E-10,8.99E-09,SUN1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000233695.2,27.16105274,-0.883175543,0.007629214,0.030317319,GAS6-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000276449.1,33.08861253,-0.883481071,0.004678438,0.020045336,AC004076.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000099999.15,32.76537548,-0.884180714,0.003485051,0.015537002,RNF215,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000187987.9,53.75618171,-0.884238333,0.000508811,0.002811837,ZSCAN23,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000100360.15,80.57081884,-0.884425794,0.000138658,0.000853345,IFT27,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000091664.9,1325.320721,-0.884608,5.21E-16,6.92E-15,SLC17A6,#N/A,yes,#N/A,yes,#N/A,yes,yes
ENSG00000171817.17,108.4587384,-0.885129498,3.16E-06,2.42E-05,ZNF540,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000176953.12,102.2990071,-0.885387899,1.08E-05,7.76E-05,NFATC2IP,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000230565.1,31.16354628,-0.885465778,0.004018179,0.017608387,ZNF32-AS2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197279.4,21.78168258,-0.885511465,0.013162151,0.047405218,ZNF165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000076344.16,84.89138159,-0.885552625,0.000194936,0.001170334,RGS11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000241288.8,35.43794283,-0.886286643,0.002216286,0.01047544,LINC02614,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165271.17,41.34353545,-0.886459423,0.001075129,0.005517366,NOL6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000242802.9,25.91549424,-0.886555237,0.012272192,0.044797499,AP5Z1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000271601.4,79.57209638,-0.887430038,0.000157501,0.00096018,LIX1L,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000047617.15,26.94623387,-0.888112242,0.010430232,0.039108419,ANO2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000159167.12,46.26909998,-0.888603188,0.000599501,0.003253133,STC1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000006128.12,138.8609965,-0.888881512,3.02E-06,2.31E-05,TAC1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000180190.11,98.51267743,-0.888957282,1.19E-05,8.55E-05,TDRP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204524.7,156.6824747,-0.889010695,2.36E-08,2.15E-07,ZNF805,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000260879.1,27.50181612,-0.89042927,0.007300461,0.029196397,AL359258.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000183087.15,30.26875606,-0.89055292,0.005534105,0.023151203,GAS6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000139725.8,81.61890235,-0.890953738,1.85E-05,0.000129692,RHOF,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000245105.4,29.29980576,-0.891645388,0.004829276,0.020599897,A2M-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000185689.16,26.29077668,-0.891734476,0.010268684,0.038618442,C6orf201,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000115935.17,30.98912994,-0.89193476,0.003936793,0.017300222,WIPF1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000143878.10,151.0907921,-0.892137443,3.67E-07,3.07E-06,RHOB,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000105397.14,35.73804149,-0.892223712,0.003456745,0.015425468,TYK2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000067445.21,444.4831484,-0.89237889,1.93E-08,1.76E-07,TRO,#N/A,yes,#N/A,yes,#N/A,yes,yes
ENSG00000120875.9,503.2400667,-0.892643339,3.29E-11,3.54E-10,DUSP4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000266993.3,41.13911512,-0.892875219,0.001303356,0.006548013,AL050343.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000269343.8,59.55196802,-0.893637738,0.000428615,0.002408371,ZNF587B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000139505.11,307.9013785,-0.89402715,4.31E-11,4.61E-10,MTMR6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000080822.17,285.9295901,-0.894265412,9.85E-10,9.77E-09,CLDND1,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000101489.20,1079.86724,-0.894395992,2.66E-12,3.02E-11,CELF4,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000187713.7,30.28595855,-0.894574248,0.004221685,0.018377868,TMEM203,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000050820.17,81.32844413,-0.89482155,5.28E-05,0.000348869,BCAR1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000041988.15,56.68238498,-0.89499012,0.000175294,0.001059357,THAP3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000132664.12,94.63324321,-0.895716531,1.05E-06,8.43E-06,POLR3F,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000138942.16,67.93071989,-0.896325194,3.64E-05,0.000245861,RNF185,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000286212.2,22.82372853,-0.896342005,0.013796894,0.049242383,AC097654.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
