Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G23474,TGFB1,TGFB1,transforming growth factor beta 1,Extracellular Space,growth factor,4.309683546,5.13725691,1.77469778,0.827573363,2.28E-06,0.000133751
G15597,MPV17,MPV17,mitochondrial inner membrane protein MPV17,Cytoplasm,ion channel,3.727869259,4.555348233,1.774581672,0.827478973,3.95E-06,0.000186844
G17777,PCDHGB1,PCDHGB1,"protocadherin gamma subfamily B, 1",Plasma Membrane,other,2.5,3.326641032,1.773551264,0.826641032,0.002405853,0.009147699
G12455,LOC440173, , , , ,2.5,3.326412859,1.773270786,0.826412859,0.003841201,0.012824337
G15594,MPPED2,MPPED2,metallophosphoesterase domain containing 2,Other,enzyme,5.15549279,5.980704712,1.771795284,0.825211922,8.45E-05,0.001016168
G19040,PRSS23,PRSS23,serine protease 23,Extracellular Space,peptidase,2.5,3.324169045,1.770514974,0.824169045,0.000205349,0.001746117
G9339,KCNS3,KCNS3,potassium voltage-gated channel modifier subfamily S member 3,Plasma Membrane,ion channel,3.428402685,4.251922597,1.769718519,0.823519912,5.74E-07,6.80E-05
G19661,RBMS3,RBMS3,RNA binding motif single stranded interacting protein 3,Cytoplasm,other,7.927228007,8.750569511,1.769499685,0.823341505,9.70E-06,0.000291278
G18694,PPP1R14A,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,Cytoplasm,phosphatase,2.644570386,3.467636864,1.76916239,0.823066478,0.000160277,0.001484623
G24204,TPPP3,TPPP3,tubulin polymerization promoting protein family member 3,Cytoplasm,other,4.093384162,4.91614657,1.768789552,0.822762409,4.29E-05,0.00066461
G23487,TGIF2,TGIF2,TGFB induced factor homeobox 2,Nucleus,transcription regulator,2.5,3.321822825,1.767637968,0.821822825,0.001997049,0.008066149
G124,ABLIM3,ABLIM3,actin binding LIM protein family member 3,Cytoplasm,other,4.720518722,5.541314817,1.766380433,0.820796096,0.000688674,0.003930798
G8545,HSPB1,HSPB1,heat shock protein family B (small) member 1,Cytoplasm,other,2.650317451,3.470579637,1.765726855,0.820262186,0.000202252,0.001731213
G21073,SH3BP4,SH3BP4,SH3 domain binding protein 4,Cytoplasm,other,4.665404535,5.484678875,1.764518235,0.81927434,1.46E-05,0.000358465
G18053,PHACTR2,PHACTR2,phosphatase and actin regulator 2,Other,other,5.796303963,6.61540989,1.764312267,0.819105927,2.71E-07,4.57E-05
G640,ALKBH3,ALKBH3,"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase",Nucleus,enzyme,3.172253177,3.990058709,1.762722693,0.817805532,4.67E-05,0.000701932
G17951,PEG10,PEG10,paternally expressed 10,Nucleus,other,9.548136202,10.36588636,1.762655037,0.817750158,0.000122986,0.001275417
G9077,ITGA4,ITGA4,integrin subunit alpha 4,Plasma Membrane,transmembrane receptor,2.5,3.316248385,1.760821157,0.816248385,0.003528665,0.011990346
G6440,FBXL7,FBXL7,F-box and leucine rich repeat protein 7,Cytoplasm,enzyme,5.344985984,6.161198623,1.760777529,0.816212639,9.00E-05,0.001049373
G4306,CTBS,CTBS,chitobiase,Cytoplasm,enzyme,2.52021041,3.334030267,1.757859612,0.813819857,0.001030521,0.005123821
G672,ALX1,ALX1,ALX homeobox 1,Nucleus,transcription regulator,2.5,3.313142752,1.757034783,0.813142752,7.82E-06,0.000263704
G3388,CERCAM,CERCAM,cerebral endothelial cell adhesion molecule,Other,other,4.733454291,5.54657411,1.757006855,0.81311982,8.99E-06,0.000283039
G23922,TMEM47,TMEM47,transmembrane protein 47,Plasma Membrane,other,3.825868562,4.638106665,1.75593337,0.812238102,1.50E-05,0.000360895
G265,ACYP2,ACYP2,acylphosphatase 2,Cytoplasm,enzyme,3.065010424,3.876055763,1.754482234,0.811045339,0.001955124,0.00794851
G5314,DUSP16,DUSP16,dual specificity phosphatase 16,Nucleus,phosphatase,4.807522481,5.618222941,1.754062872,0.81070046,6.70E-06,0.000245573
G23608,TIPARP,TIPARP,TCDD inducible poly(ADP-ribose) polymerase,Nucleus,enzyme,4.609406166,5.419335448,1.753125506,0.809929282,0.000257415,0.002023272
G8111,HEYL,HEYL,hes related family bHLH transcription factor with YRPW motif like,Nucleus,transcription regulator,2.5,3.3086854,1.751614624,0.8086854,0.001154999,0.005509789
G17770,PCDHGA3,PCDHGA3,"protocadherin gamma subfamily A, 3",Other,other,2.5,3.306064504,1.748435413,0.806064504,0.002033844,0.008163678
G25426,WIPI1,WIPI1,"WD repeat domain, phosphoinositide interacting 1",Cytoplasm,other,3.039517449,3.844746914,1.747423702,0.805229465,2.62E-06,0.000144134
G20275,RPL23A,RPL23A,ribosomal protein L23a,Cytoplasm,other,7.625769992,8.430561095,1.74689283,0.804791103,2.42E-05,0.000465979
G18308,PLCD3,PLCD3,phospholipase C delta 3,Cytoplasm,enzyme,3.815229772,4.61972024,1.746528842,0.804490467,0.000139966,0.001387684
G16234,NDST4,NDST4,N-deacetylase and N-sulfotransferase 4,Cytoplasm,enzyme,5.735159976,6.539229579,1.746019418,0.804069604,0.000147645,0.001427315
G9059,ISPD,CRPPA,CDP-L-ribitol pyrophosphorylase A,Cytoplasm,enzyme,3.168287748,3.972320359,1.745974648,0.804032611,4.83E-06,0.000199373
G6003,FAM102B,FAM102B,family with sequence similarity 102 member B,Other,other,6.744159989,7.54758118,1.745234853,0.80342119,8.99E-07,8.21E-05
G5888,EVC,EVC,EvC ciliary complex subunit 1,Cytoplasm,other,2.5,3.30328574,1.745071006,0.80328574,0.003699137,0.012457344
G24600,TTN-AS1,TTN-AS1,TTN antisense RNA 1,Other,other,2.878303992,3.680644344,1.743927847,0.802340352,0.002159629,0.00847614
G21201,SKAP2,SKAP2,src kinase associated phosphoprotein 2,Cytoplasm,other,3.848528139,4.650604648,1.743608943,0.802076508,0.000107196,0.001177636
G16906,OBFC1,STN1,STN1 subunit of CST complex,Nucleus,other,5.461040426,6.26282936,1.743261422,0.801788934,1.50E-06,0.000107647
G6376,FANCI,FANCI,FA complementation group I,Nucleus,other,2.500583247,3.301473631,1.742176009,0.800890384,0.007720471,0.021157092
G25564,YIPF4,YIPF4,Yip1 domain family member 4,Cytoplasm,other,6.22861778,7.028853924,1.741386138,0.800236144,6.97E-06,0.000252052
G6761,FNDC4,FNDC4,fibronectin type III domain containing 4,Extracellular Space,other,4.815648624,5.615207392,1.740568712,0.799558769,0.000304943,0.002271596
G23401,TES,TES,testin LIM domain protein,Plasma Membrane,other,5.934266232,6.732786283,1.739315982,0.798520051,1.46E-06,0.000107647
G5003,DLL3,DLL3,delta like canonical Notch ligand 3,Extracellular Space,other,4.418654216,5.216642516,1.73867502,0.7979883,0.000158365,0.001471312
G3148,CDC42EP3,CDC42EP3,CDC42 effector protein 3,Cytoplasm,other,6.704225522,7.500430119,1.736526705,0.796204597,1.03E-07,2.85E-05
G19993,RNASEH1-AS1,RNASEH1-DT,RNASEH1 divergent transcript,Other,other,3.6743357,4.469891934,1.735746465,0.795556234,0.000417574,0.002816743
G1897,BTG3,BTG3,BTG anti-proliferation factor 3,Nucleus,other,2.617367238,3.411736737,1.734319259,0.794369499,0.000147904,0.001427593
G21554,SLC5A7,SLC5A7,solute carrier family 5 member 7,Plasma Membrane,transporter,3.311669722,4.103795375,1.731623942,0.792125653,7.69E-05,0.00095915
G21006,SFRP1,SFRP1,secreted frizzled related protein 1,Plasma Membrane,transmembrane receptor,4.939519669,5.731448744,1.731388012,0.791929075,0.000506064,0.003176476
G12362,LOC339803, , , , ,3.72212619,4.513639359,1.730888952,0.791513169,0.000442781,0.002930531
G693,AMIGO2,AMIGO2,adhesion molecule with Ig like domain 2,Plasma Membrane,other,4.107730891,4.899017127,1.730616708,0.791286236,0.000232289,0.001894201
G6004,FAM103A1,RAMAC,RNA guanine-7 methyltransferase activating subunit,Nucleus,other,3.844917021,4.636044773,1.730426605,0.791127752,0.000857151,0.004514331
G23332,TCP10L,TCP10L,t-complex 10 like,Nucleus,transcription regulator,2.5,3.28987159,1.728920569,0.78987159,0.002790867,0.010202089
G24025,TMX1,TMX1,thioredoxin related transmembrane protein 1,Cytoplasm,enzyme,6.3061272,7.092880226,1.72518733,0.786753026,0.000449161,0.002963267
G3618,CIT,CIT,citron rho-interacting serine/threonine kinase,Cytoplasm,kinase,5.359135919,6.145661284,1.724915113,0.786525365,0.000384972,0.002670473
G23567,TIAM2,TIAM2,TIAM Rac1 associated GEF 2,Cytoplasm,enzyme,3.388698319,4.175075497,1.724737945,0.786377177,0.011454804,0.028397747
G19473,RAD51C,RAD51C,RAD51 paralog C,Nucleus,enzyme,3.13785611,3.924148261,1.7246363,0.786292151,0.000639862,0.003741929
G8482,HS3ST5,HS3ST5,heparan sulfate-glucosamine 3-sulfotransferase 5,Cytoplasm,enzyme,2.699485887,3.485482477,1.724283015,0.78599659,3.37E-05,0.000560012
G20249,RPL10A,RPL10A,ribosomal protein L10a,Nucleus,other,6.29504057,7.080951847,1.724181053,0.785911277,0.000416494,0.002816743
G19494,RAI14,RAI14,retinoic acid induced 14,Nucleus,transcription regulator,8.49484538,9.280125034,1.723426358,0.785279654,1.97E-05,0.000417585
G16142,NBL1,MICOS10-NBL1/NBL1,"NBL1, DAN family BMP antagonist",Nucleus,other,3.612135864,4.397221711,1.723194854,0.785085847,0.000276365,0.002115897
G5983,FABP7,FABP7,fatty acid binding protein 7,Cytoplasm,transporter,2.5,3.284544723,1.722548642,0.784544723,0.000642731,0.003754964
G4111,CREB5,CREB5,cAMP responsive element binding protein 5,Nucleus,transcription regulator,5.357426978,6.140449622,1.720732268,0.783022643,6.95E-05,0.000906886
G25892,ZNF204P,ZNF204P, ,Other,other,4.388984022,5.171154379,1.719716028,0.782170357,7.56E-05,0.000950343
G25161,VEGFA,VEGFA,vascular endothelial growth factor A,Extracellular Space,growth factor,5.519788422,6.301849011,1.719585189,0.782060589,0.00430468,0.013867779
G20590,SAMSN1,SAMSN1,"SAM domain, SH3 domain and nuclear localization signals 1",Nucleus,other,2.5,3.281895582,1.719388524,0.781895582,0.001696176,0.007175196
G25137,VAT1L,VAT1L,vesicle amine transport 1 like,Other,enzyme,6.668947334,7.45070948,1.719229503,0.781762145,5.74E-06,0.000222306
G8244,HK2,HK2,hexokinase 2,Cytoplasm,kinase,2.5,3.281341563,1.718728377,0.781341563,0.007710396,0.021134152
G5669,ENDOD1,ENDOD1,endonuclease domain containing 1,Extracellular Space,enzyme,6.367444485,7.148262617,1.718104909,0.780818131,1.64E-05,0.000379821
G9366,KCTD8,KCTD8,potassium channel tetramerization domain containing 8,Other,other,3.205653398,3.985950613,1.717484662,0.780297215,0.000131487,0.001331295
G20393,RPS9,RPS9,ribosomal protein S9,Cytoplasm,translation regulator,6.434526792,7.21295044,1.715255684,0.778423647,4.95E-05,0.00073025
G5812,ERICH2,ERICH2,glutamate rich 2,Other,other,2.988764148,3.766984373,1.715013847,0.778220225,0.000157536,0.001470496
G13040,MANF,MANF,mesencephalic astrocyte derived neurotrophic factor,Extracellular Space,other,4.028694466,4.806021385,1.713952252,0.777326919,0.00034726,0.002485488
G22495,SPECC1L-ADORA2A,SPECC1L-ADORA2A,SPECC1L-ADORA2A readthrough (NMD candidate),Other,other,3.475195174,4.251835979,1.713137327,0.776640804,0.001044379,0.005168775
G4107,CREB3L1,CREB3L1,cAMP responsive element binding protein 3 like 1,Nucleus,transcription regulator,3.535486755,4.312034836,1.713027226,0.776548081,0.001295869,0.005961671
G18303,PLCB1,PLCB1,phospholipase C beta 1,Cytoplasm,enzyme,7.206102369,7.981420646,1.711567603,0.775318277,5.54E-06,0.000217787
G12941,MAD2L1,MAD2L1,mitotic arrest deficient 2 like 1,Nucleus,other,2.542156598,3.316792688,1.710758469,0.77463609,0.000396532,0.002726268
G26158,ZNF571-AS1,ZNF571-AS1,ZNF571 antisense RNA 1,Other,other,2.5,3.272419498,1.708132036,0.772419498,0.005026541,0.015462349
G18685,PPP1CB,PPP1CB,protein phosphatase 1 catalytic subunit beta,Cytoplasm,phosphatase,8.68353722,9.455440973,1.707521511,0.771903753,5.87E-06,0.000225343
G5820,ERLEC1,ERLEC1,endoplasmic reticulum lectin 1,Cytoplasm,other,6.312477256,7.083661256,1.706669849,0.771184,7.18E-06,0.000254281
G24230,TPX2,TPX2,TPX2 microtubule nucleation factor,Nucleus,other,2.68798172,3.458530261,1.705918283,0.770548541,3.91E-05,0.000627049
G15745,MSC,MSC,musculin,Cytoplasm,transcription regulator,4.493813257,5.262957431,1.704258495,0.769144174,0.000744025,0.004132621
G18752,PPP3R1,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha",Cytoplasm,phosphatase,7.519703737,8.288828912,1.704236052,0.769125175,8.21E-07,7.97E-05
G864,ANTXR1,ANTXR1,ANTXR cell adhesion molecule 1,Plasma Membrane,transmembrane receptor,4.160938542,4.928943202,1.702912916,0.76800466,0.000270364,0.002081515
G25258,VSTM2L,VSTM2L,V-set and transmembrane domain containing 2 like,Extracellular Space,other,5.540815878,6.308043235,1.701995659,0.767227357,6.53E-05,0.000875619
G2264,C2CD2,C2CD2,C2 calcium dependent domain containing 2,Cytoplasm,other,4.270686819,5.037140147,1.701082756,0.766453328,0.000524992,0.003265533
G12683,LRIG1,LRIG1,leucine rich repeats and immunoglobulin like domains 1,Extracellular Space,other,4.923374957,5.689435356,1.700619516,0.766060399,7.21E-05,0.000919372
G15655,MRPL24,MRPL24,mitochondrial ribosomal protein L24,Cytoplasm,other,3.789998974,4.555974945,1.700519996,0.76597597,0.000755553,0.004172361
G16414,NHSL2,NHSL2,NHS like 2,Other,other,2.641936985,3.405776061,1.69800308,0.763839076,3.21E-05,0.000546382
G135,ACACB,ACACB,acetyl-CoA carboxylase beta,Cytoplasm,enzyme,2.552385372,3.314268917,1.695703046,0.761883545,4.34E-05,0.000668784
G14329,MIR4458HG,MIR4458HG,MIR4458 host gene,Other,other,2.5,3.26107861,1.694757211,0.76107861,0.002663355,0.00985783
G8634,ID1,ID1,inhibitor of DNA binding 1,Nucleus,transcription regulator,2.5,3.260936839,1.694590679,0.760936839,0.000661032,0.00382406
G26165,ZNF578,ZNF578,zinc finger protein 578,Nucleus,other,2.5,3.260131834,1.693645383,0.760131834,0.000173285,0.001558544
G13219,MCFD2,MCFD2,"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit",Cytoplasm,other,7.108331201,7.868146836,1.693274224,0.759815635,1.01E-05,0.000297657
G24887,UGP2,UGP2,UDP-glucose pyrophosphorylase 2,Cytoplasm,enzyme,5.174886355,5.934072056,1.692535039,0.759185701,5.70E-05,0.000801652
G1311,ATAD2,ATAD2,ATPase family AAA domain containing 2,Nucleus,enzyme,2.526337836,3.284286104,1.691083935,0.757948268,1.49E-06,0.000107647
G19343,QKI,QKI,"QKI, KH domain containing RNA binding",Nucleus,other,5.698259139,6.455333056,1.690059358,0.757073917,8.24E-06,0.000272605
G13268,ME3,ME3,malic enzyme 3,Cytoplasm,enzyme,2.968325207,3.725146154,1.68976304,0.756820947,0.000147305,0.001425139
G4243,CST3,CST3,cystatin C,Extracellular Space,other,5.620985416,6.377105293,1.688942107,0.756119877,0.000227708,0.001867901
G17653,PARVA,PARVA,parvin alpha,Cytoplasm,other,2.697267047,3.45290338,1.688376125,0.755636334,3.91E-05,0.000627049
G17898,PDIA4,PDIA4,protein disulfide isomerase family A member 4,Cytoplasm,enzyme,6.168640539,6.924026117,1.688082692,0.755385577,0.001819883,0.00755675
G8758,IGIP,IGIP,IgA inducing protein,Other,other,2.626909472,3.381690298,1.687375227,0.754780826,0.000189985,0.001654765
G9115,ITM2C,ITM2C,integral membrane protein 2C,Cytoplasm,other,7.547790951,8.301791763,1.686463169,0.754000812,1.24E-07,3.03E-05
G25903,ZNF217,ZNF217,zinc finger protein 217,Nucleus,transcription regulator,4.20938099,4.963259035,1.686319665,0.753878045,3.40E-05,0.000563431
G9407,KHK,KHK,ketohexokinase,Cytoplasm,kinase,3.301908608,4.055549134,1.68604206,0.753640526,0.000630523,0.003703355
G17500,P2RY1,P2RY1,purinergic receptor P2Y1,Plasma Membrane,G-protein coupled receptor,2.530279227,3.283447194,1.685489882,0.753167967,0.003127701,0.011061557
G1189,ARNTL,BMAL1,basic helix-loop-helix ARNT like 1,Nucleus,transcription regulator,2.798429899,3.551117628,1.684928918,0.75268773,0.000393949,0.002713019
G5156,DOCK6,DOCK6,dedicator of cytokinesis 6,Cytoplasm,other,3.121972264,3.874123873,1.684302897,0.752151609,0.001348854,0.006148415
G23045,SYT1,SYT1,synaptotagmin 1,Cytoplasm,transporter,9.881641777,10.63334883,1.683783967,0.751707049,9.20E-06,0.000285217
G1294,ASPM,ASPM,assembly factor for spindle microtubules,Nucleus,other,2.5,3.251236168,1.683234486,0.751236168,0.000894652,0.004642221
G1132,ARID5B,ARID5B,AT-rich interaction domain 5B,Nucleus,transcription regulator,4.007906465,4.758661558,1.682673296,0.750755093,0.000280252,0.002140373
G26413,ZNRF2,ZNRF2,zinc and ring finger 2,Cytoplasm,enzyme,5.249575896,6.00007598,1.682375894,0.750500083,4.13E-06,0.000188887
G5681,ENO3,ENO3,enolase 3,Cytoplasm,enzyme,4.113494113,4.86252751,1.680666409,0.749033397,0.000172415,0.001552986
G20018,RNF125,RNF125,ring finger protein 125,Cytoplasm,enzyme,2.996515905,3.745132229,1.680180612,0.748616324,0.000129012,0.001316982
G19819,RGMB,RGMB,repulsive guidance molecule BMP co-receptor b,Plasma Membrane,other,8.615900521,9.363540554,1.679043996,0.747640033,0.000174795,0.001565328
G17720,PCDH15,PCDH15,protocadherin related 15,Plasma Membrane,other,2.638884202,3.385840952,1.678248962,0.74695675,3.91E-05,0.000627049
G21068,SH3BGRL,SH3BGRL,SH3 domain binding glutamate rich protein like,Cytoplasm,other,5.917774721,6.664109868,1.677526023,0.746335147,6.94E-05,0.000906886
G18141,PIGF,PIGF,phosphatidylinositol glycan anchor biosynthesis class F,Cytoplasm,enzyme,3.9005648,4.646642235,1.677226389,0.746077435,0.000105471,0.001164876
G21229,SLC10A7,SLC10A7,solute carrier family 10 member 7,Cytoplasm,transporter,4.564959244,5.309342935,1.675258458,0.744383691,0.000145533,0.00141572
G18840,PREB,PREB,prolactin regulatory element binding,Nucleus,transcription regulator,5.266118965,6.010402435,1.675142085,0.74428347,0.000177397,0.001577244
G3927,COL6A2,COL6A2,collagen type VI alpha 2 chain,Extracellular Space,other,2.874486226,3.615066081,1.670847259,0.740579855,0.001049559,0.005181883
G6946,FUT8,FUT8,fucosyltransferase 8,Cytoplasm,enzyme,6.478449054,7.218372015,1.670086655,0.739922961,8.21E-06,0.000272245
G20287,RPL27A,RPL27A,ribosomal protein L27a,Cytoplasm,other,7.270914768,8.010013298,1.669132554,0.73909853,0.000631111,0.003703355
G18675,PPM1G,PPM1G,"protein phosphatase, Mg2+/Mn2+ dependent 1G",Nucleus,phosphatase,7.049012303,7.787734112,1.668696761,0.738721809,1.37E-06,0.000105882
G1839,BRE,BABAM2,BRISC and BRCA1 A complex member 2,Cytoplasm,other,4.06445842,4.801882162,1.667196024,0.737423742,8.64E-05,0.001030671
G8212,HIST1H4C,H4C3,H4 clustered histone 3,Nucleus,other,4.217132184,4.953438513,1.665905228,0.736306329,0.005869276,0.017365609
G22578,SPRY4,SPRY4,sprouty RTK signaling antagonist 4,Plasma Membrane,other,5.983925167,6.72007529,1.665724863,0.736150123,3.04E-05,0.000528734
G3923,COL5A1,COL5A1,collagen type V alpha 1 chain,Extracellular Space,other,2.5,3.235984804,1.665533998,0.735984804,0.004651659,0.014654438
G20377,RPS6,RPS6,ribosomal protein S6,Cytoplasm,other,7.86901606,8.603431203,1.663722872,0.734415143,4.25E-05,0.000663592
G20322,RPLP1,RPLP1,ribosomal protein lateral stalk subunit P1,Cytoplasm,other,7.512119235,8.246466069,1.663644101,0.734346834,4.38E-05,0.000672314
G5004,DLL4,DLL4,delta like canonical Notch ligand 4,Extracellular Space,other,4.797502725,5.530944397,1.66260064,0.733441672,0.001526568,0.006697565
G10314,LINC00491,LINC00491,long intergenic non-protein coding RNA 491,Other,other,3.411395513,4.14455252,1.662272616,0.733157007,0.000722506,0.004047964
G243,ACTR2,ACTR2,actin related protein 2,Plasma Membrane,other,7.627222363,8.359207792,1.660923273,0.731985429,3.05E-07,4.92E-05
G7716,GRIK2,GRIK2,glutamate ionotropic receptor kainate type subunit 2,Plasma Membrane,ion channel,6.175783711,6.906853713,1.659869709,0.731070002,8.18E-06,0.000271915
G21520,SLC45A3,SLC45A3,solute carrier family 45 member 3,Cytoplasm,transporter,3.451917583,4.181997931,1.658731469,0.730080348,0.000247354,0.00196918
G23995,TMPPE,TMPPE,transmembrane protein with metallophosphoesterase domain,Other,other,4.218612983,4.948372916,1.658363114,0.729759933,0.004262986,0.013775553
G24054,TNFRSF1A,TNFRSF1A,TNF receptor superfamily member 1A,Plasma Membrane,transmembrane receptor,3.925592107,4.655149533,1.658130351,0.729557426,6.10E-05,0.000835376
G22576,SPRY2,SPRY2,sprouty RTK signaling antagonist 2,Plasma Membrane,other,4.943951175,5.673270024,1.65785617,0.729318849,5.03E-05,0.000738493
G837,ANKS1B,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B,Nucleus,other,4.09294062,4.82204086,1.657604977,0.72910024,0.000336008,0.002434511
G5328,DUSP6,DUSP6,dual specificity phosphatase 6,Cytoplasm,phosphatase,6.095299542,6.824263277,1.657448145,0.728963735,3.97E-06,0.000187273
G17783,PCDHGB7,PCDHGB7,"protocadherin gamma subfamily B, 7",Other,other,5.056107506,5.784173776,1.656417409,0.728066271,0.00289056,0.010467298
G5413,ECT2,ECT2,epithelial cell transforming 2,Cytoplasm,other,2.950334681,3.678351677,1.656360836,0.728016996,0.001094768,0.005314446
G2974,CCND2,CCND2,cyclin D2,Nucleus,other,7.574509541,8.301753888,1.655473994,0.727244347,1.61E-05,0.000375263
