Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G23242,TBCEL,TBCEL,tubulin folding cofactor E like,Other,other,5.13180583,5.281372971,1.109236612,0.149567141,0.02112822,0.045127141
G25291,WAPL,WAPL,WAPL cohesin release factor,Nucleus,other,6.396962484,6.546434115,1.10916318,0.14947163,0.019966287,0.043233565
G16248,NDUFA8,NDUFA8,NADH:ubiquinone oxidoreductase subunit A8,Cytoplasm,enzyme,4.642309502,4.791755559,1.109143519,0.149446057,0.023491676,0.048957061
G12804,LRRTM2,LRRTM2,leucine rich repeat transmembrane neuronal 2,Plasma Membrane,other,2.598512483,2.747800589,1.109022093,0.149288107,0.022655912,0.047635409
G893,AP1AR,AP1AR,adaptor related protein complex 1 associated regulatory protein,Cytoplasm,other,6.275141973,6.424100522,1.108768786,0.148958549,0.022418415,0.047256221
G3222,CDK5RAP3,CDK5RAP3,CDK5 regulatory subunit associated protein 3,Nucleus,other,5.103720542,5.252323155,1.108495269,0.148602612,0.019851006,0.043029016
G18744,PPP2R5B,PPP2R5B,protein phosphatase 2 regulatory subunit B'beta,Cytoplasm,phosphatase,6.586358445,6.734933309,1.108473948,0.148574864,0.005333538,0.016178008
G2108,C18orf25,C18orf25,chromosome 18 open reading frame 25,Other,other,5.422321583,5.570572749,1.108225268,0.148251166,0.010656829,0.02690345
G20031,RNF141,RNF141,ring finger protein 141,Other,enzyme,6.123747217,6.271631921,1.107943801,0.147884704,0.012001992,0.029343724
G1038,ARFGEF2,ARFGEF2,ADP ribosylation factor guanine nucleotide exchange factor 2,Cytoplasm,other,7.005089889,7.152779201,1.107793756,0.147689312,0.002736957,0.010058215
G19394,RAB30,RAB30,"RAB30, member RAS oncogene family",Cytoplasm,enzyme,6.266928033,6.414505139,1.107707601,0.147577106,0.009419372,0.024554113
G20625,SAYSD1,SAYSD1,SAYSVFN motif domain containing 1,Other,other,6.134229776,6.281640478,1.107579843,0.147410703,0.001490879,0.00658759
G5611,ELMOD2,ELMOD2,ELMO domain containing 2,Other,other,6.818665479,6.965998439,1.10752016,0.14733296,0.000672776,0.003864956
G22658,SRSF1,SRSF1,serine and arginine rich splicing factor 1,Nucleus,other,7.38401493,7.531281028,1.107468833,0.147266098,0.002841719,0.010336025
G21046,SGPP1,SGPP1,sphingosine-1-phosphate phosphatase 1,Cytoplasm,phosphatase,4.533336276,4.680327858,1.107258124,0.146991582,0.01727372,0.038637683
G23069,SZRD1,SZRD1,SUZ RNA binding domain containing 1,Other,other,6.61516943,6.762127405,1.107232332,0.146957976,0.013941245,0.032904521
G5565,EIF4E,EIF4E,eukaryotic translation initiation factor 4E,Cytoplasm,translation regulator,7.187648031,7.334409732,1.107081706,0.146761702,0.014601539,0.033974965
G18336,PLEKHA3,PLEKHA3,pleckstrin homology domain containing A3,Cytoplasm,other,5.24121259,5.387699665,1.106870985,0.146487074,0.020656637,0.044325266
G23876,TMEM246,PGAP4,post-GPI attachment to proteins GalNAc transferase 4,Cytoplasm,enzyme,7.089866958,7.236106874,1.106681376,0.146239916,0.003278403,0.011415508
G18754,PPP4C,PPP4C,protein phosphatase 4 catalytic subunit,Cytoplasm,phosphatase,5.854669074,6.000741632,1.106553004,0.146072558,0.016779669,0.03780531
G6178,FAM20B,FAM20B,FAM20B glycosaminoglycan xylosylkinase,Extracellular Space,enzyme,7.403812691,7.548732024,1.10566883,0.144919334,0.017176685,0.038467088
G1029,ARF1,ARF1,ADP ribosylation factor 1,Cytoplasm,enzyme,8.065208967,8.210055323,1.105612902,0.144846357,0.01858256,0.040850672
G23713,TMEFF2,TMEFF2,transmembrane protein with EGF like and two follistatin like domains 2,Cytoplasm,other,6.696888301,6.841455154,1.105398724,0.144566853,0.001925873,0.007870651
G9023,IRF2BPL,IRF2BPL,interferon regulatory factor 2 binding protein like,Nucleus,enzyme,6.368020525,6.512535616,1.105359065,0.144515091,0.01052906,0.026694999
G22605,SQSTM1,SQSTM1,sequestosome 1,Cytoplasm,transcription regulator,5.862662519,6.00683175,1.105094107,0.144169231,0.003245768,0.011343267
G998,APPL1,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1",Cytoplasm,other,6.772128719,6.91624579,1.105054154,0.144117071,0.005629219,0.016860469
G19393,RAB2B,RAB2B,"RAB2B, member RAS oncogene family",Plasma Membrane,enzyme,6.61024522,6.753481593,1.104379775,0.143236373,0.00507182,0.015569324
G20427,RRP36,RRP36,ribosomal RNA processing 36,Nucleus,other,5.653301206,5.79625461,1.104163184,0.142953404,0.011491253,0.028459667
G17419,OSBPL8,OSBPL8,oxysterol binding protein like 8,Plasma Membrane,transporter,8.334657955,8.477131072,1.103795659,0.142473117,0.008934032,0.023596421
G1180,ARMCX3,ARMCX3,armadillo repeat containing X-linked 3,Cytoplasm,other,7.106726963,7.248966067,1.103616632,0.142239104,0.007065999,0.019848271
G8780,IKBKB,IKBKB,inhibitor of nuclear factor kappa B kinase subunit beta,Cytoplasm,kinase,3.695471954,3.837469938,1.103432198,0.141997984,0.008554079,0.022828369
G17915,PDPK1,PDPK1,3-phosphoinositide dependent protein kinase 1,Cytoplasm,kinase,6.73498885,6.876867242,1.103340733,0.141878393,0.008989796,0.023717251
G17453,OTUB1,OTUB1,"OTU deubiquitinase, ubiquitin aldehyde binding 1",Cytoplasm,enzyme,6.146991789,6.286329096,1.10139908,0.139337308,0.014373108,0.033610417
G25080,USP47,USP47,ubiquitin specific peptidase 47,Cytoplasm,peptidase,6.927951358,7.067138358,1.101284336,0.139187,0.020496229,0.04408093
G9440,KIAA1024,MINAR1,membrane integral NOTCH2 associated receptor 1,Plasma Membrane,other,6.19988707,6.338939992,1.101181991,0.139052921,0.007636531,0.02097805
G18765,PPP6C,PPP6C,protein phosphatase 6 catalytic subunit,Nucleus,phosphatase,6.941767708,7.080616257,1.101026009,0.138848549,0.014521934,0.03386267
G5563,EIF4A3,EIF4A3,eukaryotic translation initiation factor 4A3,Nucleus,enzyme,5.807833957,5.946267165,1.100709077,0.138433207,0.015915038,0.036285702
G20868,SEMA6D,SEMA6D,semaphorin 6D,Plasma Membrane,other,8.639894583,8.777565915,1.100127954,0.137671331,0.004503207,0.014332378
G15487,MMGT1,MMGT1,membrane magnesium transporter 1,Cytoplasm,transporter,6.989089797,7.126617776,1.100018646,0.137527979,0.007932816,0.021581646
G15438,MKLN1,MKLN1,muskelin 1,Cytoplasm,other,6.044297162,6.180786232,1.09922679,0.13648907,0.009541335,0.024773117
G3227,CDKAL1,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1,Cytoplasm,enzyme,4.820740965,4.956713009,1.098832924,0.135972044,0.018084977,0.040083626
G7404,GMPR2,GMPR2,guanosine monophosphate reductase 2,Cytoplasm,enzyme,5.22072406,5.356611977,1.098768851,0.135887917,0.00567043,0.016934828
G22977,SUZ12,SUZ12,SUZ12 polycomb repressive complex 2 subunit,Nucleus,enzyme,5.955878042,6.09114255,1.09829416,0.135264509,0.012374084,0.029999171
G18452,PNMA2,PNMA2,PNMA family member 2,Nucleus,transporter,7.641384113,7.776015561,1.09781233,0.134631448,0.014553154,0.03390997
G19698,RCBTB1,RCBTB1,RCC1 and BTB domain containing protein 1,Nucleus,other,5.909631683,6.044213961,1.097774915,0.134582278,0.014618542,0.033998458
G1399,ATP5A1,ATP5F1A,ATP synthase F1 subunit alpha,Cytoplasm,transporter,8.052281904,8.185822365,1.096982462,0.133540461,0.004864117,0.015120211
G13492,MIER3,MIER3,MIER family member 3,Nucleus,transcription regulator,6.275550753,6.408475012,1.09651402,0.132924259,0.006047675,0.017728508
G6173,FAM208A,TASOR,transcription activation suppressor,Nucleus,other,6.885688164,7.018021878,1.096065271,0.132333713,0.004925414,0.015254281
G7824,GTF2H3,GTF2H3,general transcription factor IIH subunit 3,Nucleus,transcription regulator,4.484719478,4.616521845,1.095661663,0.131802367,0.013228598,0.031583119
G25649,ZBTB44,ZBTB44,zinc finger and BTB domain containing 44,Other,other,7.049888924,7.181299616,1.095364244,0.131410692,0.016809866,0.037845846
G23655,TM2D2,TM2D2,TM2 domain containing 2,Extracellular Space,other,5.466986017,5.597876242,1.094969151,0.130890225,0.020193734,0.043615111
G9523,KIF5B,KIF5B,kinesin family member 5B,Cytoplasm,other,8.505575688,8.634740569,1.093660442,0.129164882,0.000417825,0.002816743
G25293,WARS2,WARS2,"tryptophanyl tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme,3.766609195,3.89562408,1.09354674,0.129014885,0.017914472,0.039758245
G258,ACVR2A,ACVR2A,activin A receptor type 2A,Plasma Membrane,kinase,7.135574729,7.26362609,1.092816643,0.128051361,0.01824407,0.04030659
G24739,U2AF1,LOC102724594/U2AF1,U2 small nuclear RNA auxiliary factor 1,Nucleus,other,5.753891652,5.881131297,1.092201956,0.127239646,0.005653315,0.016902724
G16534,NOC3L,NOC3L,NOC3 like DNA replication regulator,Nucleus,other,3.494696592,3.621889625,1.092166669,0.127193034,0.007406406,0.020541514
G5542,EIF2S1,EIF2S1,eukaryotic translation initiation factor 2 subunit alpha,Cytoplasm,translation regulator,5.478428697,5.605587402,1.092140681,0.127158704,0.008539311,0.022806432
G16322,NELFCD,NELFCD,negative elongation factor complex member C/D,Nucleus,other,5.056951716,5.183351862,1.091566592,0.126400146,0.019703619,0.042806793
G19551,RARS2,RARS2,"arginyl-tRNA synthetase 2, mitochondrial",Cytoplasm,enzyme,5.511718596,5.637577153,1.091156894,0.125858557,0.011117544,0.027739066
G19807,RFX7,RFX7,regulatory factor X7,Nucleus,transcription regulator,6.986993533,7.112587287,1.090956633,0.125593754,0.01590091,0.036264278
G3991,CORO1C,CORO1C,coronin 1C,Cytoplasm,other,7.599800168,7.724126069,1.089998313,0.124325902,0.014777525,0.034265404
G24029,TMX4,TMX4,thioredoxin related transmembrane protein 4,Cytoplasm,enzyme,8.484196997,8.608436051,1.089932699,0.124239054,0.009525779,0.024753455
G3846,CNST,CNST,"consortin, connexin sorting protein",Cytoplasm,other,7.158012386,7.281971046,1.089720886,0.12395866,0.005638318,0.016879569
G23722,TMEM107,TMEM107,transmembrane protein 107,Extracellular Space,other,3.591133704,3.714803323,1.089502585,0.123669619,0.012123186,0.029523954
G16103,NAP1L5,NAP1L5,nucleosome assembly protein 1 like 5,Other,other,6.852952096,6.976251296,1.089222885,0.1232992,0.018726856,0.041073244
G23247,TBL1XR1,TBL1XR1,TBL1X/Y related 1,Nucleus,transcription regulator,7.919065014,8.042022267,1.088964748,0.122957252,0.003054379,0.0108798
G568,AKIRIN2,AKIRIN2,akirin 2,Nucleus,other,6.914289974,7.037189869,1.088921455,0.122899895,0.020174073,0.043592166
G9165,JMJD1C,JMJD1C,jumonji domain containing 1C,Nucleus,enzyme,7.129243423,7.252117369,1.08890187,0.122873946,0.010906742,0.027337312
G12904,LYRM2,LYRM2,LYR motif containing 2,Cytoplasm,other,5.786123006,5.908799743,1.088753032,0.122676737,0.000201108,0.001723799
G23128,TALDO1,TALDO1,transaldolase 1,Cytoplasm,enzyme,5.902749435,6.025046771,1.088466748,0.122297335,0.021595185,0.045942553
G5386,EBF2,EBF2,EBF transcription factor 2,Nucleus,transcription regulator,8.491102314,8.612783631,1.088002082,0.121681318,0.019920439,0.043149354
G20324,RPN1,RPN1,ribophorin I,Cytoplasm,enzyme,7.996110746,8.116430847,1.086976011,0.120320101,0.010753148,0.027080094
G4944,DIS3L,DIS3L,DIS3 like exosome 3'-5' exoribonuclease,Cytoplasm,enzyme,5.878782074,5.99841535,1.086458657,0.119633276,0.018217238,0.040276007
G25522,XPO4,XPO4,exportin 4,Nucleus,transporter,6.180648987,6.299806446,1.086100389,0.119157458,0.001336767,0.006104535
G23565,TIAL1,TIAL1,TIA1 cytotoxic granule associated RNA binding protein like 1,Nucleus,transcription regulator,6.731681858,6.850741501,1.086026753,0.119059643,0.007401372,0.020532143
G21040,SGMS1-AS1,SGMS1-AS1,SGMS1 antisense RNA 1,Other,other,2.537715602,2.656561788,1.08586608,0.118846187,0.006624366,0.018934485
G25320,WDFY2,WDFY2,WD repeat and FYVE domain containing 2,Cytoplasm,other,4.985730052,5.103589508,1.085123656,0.117859456,0.006426322,0.018518977
G7932,HACE1,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,Cytoplasm,enzyme,5.339655973,5.457441809,1.085068284,0.117785836,0.00373351,0.012539055
G7567,GPI,GPI,glucose-6-phosphate isomerase,Extracellular Space,enzyme,8.038628024,8.154899758,1.083930108,0.116271734,0.021251398,0.045327788
G19459,RAD1,RAD1,RAD1 checkpoint DNA exonuclease,Nucleus,enzyme,6.322728939,6.438943177,1.083886911,0.116214239,0.017915733,0.039758245
G23621,TKT,TKT,transketolase,Cytoplasm,enzyme,6.993451311,7.109601102,1.083838494,0.116149792,0.001057979,0.005209253
G8739,IGF2BP3,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3,Cytoplasm,translation regulator,6.766756429,6.882691894,1.083677491,0.115935465,0.011917002,0.029193476
G23893,TMEM259,TMEM259,transmembrane protein 259,Cytoplasm,other,6.856459946,6.972243864,1.083563662,0.115783918,0.002849845,0.010356468
G16332,NET1,NET1,neuroepithelial cell transforming 1,Nucleus,other,4.861539976,4.976489369,1.082937058,0.114949393,0.009512833,0.024727837
G19392,RAB2A,RAB2A,"RAB2A, member RAS oncogene family",Cytoplasm,enzyme,7.540384156,7.654166801,1.08206161,0.113782645,0.023917312,0.049731169
G19733,REEP1,REEP1,receptor accessory protein 1,Cytoplasm,other,8.853099023,8.966476951,1.081758103,0.113377928,0.009708209,0.025096064
G9691,KRBOX4,KRBOX4,KRAB box domain containing 4,Other,other,4.443182115,4.556359768,1.081607944,0.113177653,0.005859711,0.017345585
G4877,DHDDS,DHDDS,dehydrodolichyl diphosphate synthase subunit,Cytoplasm,enzyme,5.169478776,5.282214968,1.081277026,0.112736192,0.02078851,0.044555019
G16102,NAP1L4,NAP1L4,nucleosome assembly protein 1 like 4,Cytoplasm,other,7.237754367,7.350275948,1.08111619,0.112521581,0.002435765,0.009232263
G18885,PRKCB,PRKCB,protein kinase C beta,Cytoplasm,kinase,8.375409254,8.487638097,1.080896842,0.112228843,0.023795961,0.049520354
G9989,LCOR,LCOR,ligand dependent nuclear receptor corepressor,Nucleus,transcription regulator,9.019835772,9.131890542,1.080766431,0.11205477,0.018376073,0.040518182
G814,ANKRD40,ANKRD40,ankyrin repeat domain 40,Other,other,6.874610781,6.986121448,1.080358904,0.111510667,0.022161939,0.046858938
G5834,ERRFI1,ERRFI1,ERBB receptor feedback inhibitor 1,Cytoplasm,other,5.719412745,5.830802423,1.080268305,0.111389678,0.001457274,0.006493313
G3133,CDC25B,CDC25B,cell division cycle 25B,Nucleus,phosphatase,5.207802885,5.318966512,1.080099055,0.111163627,0.022192854,0.046899427
G23101,TAF13,TAF13,TATA-box binding protein associated factor 13,Nucleus,transcription regulator,3.847379752,3.957508839,1.079324806,0.110129087,0.007083214,0.019875979
G20990,SF1,SF1,splicing factor 1,Nucleus,transcription regulator,8.138209941,8.245527081,1.07722315,0.107317139,0.014165816,0.033244772
G18670,PPM1A,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A",Cytoplasm,phosphatase,7.841500303,7.948090294,1.076680344,0.106589991,0.0019196,0.007856636
G4184,CS,CS,citrate synthase,Cytoplasm,enzyme,7.047136376,7.153133625,1.076238072,0.105997249,0.016299465,0.036944859
G20648,SCAMP3,SCAMP3,secretory carrier membrane protein 3,Cytoplasm,transporter,5.398253064,5.503828514,1.07592346,0.105575449,0.016673671,0.037621163
G23087,TACC3,TACC3,transforming acidic coiled-coil containing protein 3,Nucleus,other,3.881125584,3.986589182,1.075840046,0.105463597,0.023966541,0.04976819
G16428,NIPA2,NIPA2,NIPA magnesium transporter 2,Cytoplasm,other,5.257354109,5.360233896,1.073914983,0.102879787,0.023436834,0.048887831
G25159,VDAC3,VDAC3,voltage dependent anion channel 3,Cytoplasm,ion channel,5.761908683,5.864220345,1.073492165,0.102311662,0.00317915,0.01119245
G20658,SCARB2,SCARB2,scavenger receptor class B member 2,Plasma Membrane,transmembrane receptor,8.825732988,8.927145707,1.07282348,0.101412718,0.022564159,0.047474683
G19278,PUF60,PUF60,poly(U) binding splicing factor 60,Nucleus,other,6.513261473,6.613995382,1.07231882,0.100733909,0.016139368,0.036642244
G20602,SAR1A,SAR1A,secretion associated Ras related GTPase 1A,Cytoplasm,enzyme,6.697065008,6.796987356,1.071715776,0.099922347,0.009768701,0.025226149
G3019,CCT6A,CCT6A,chaperonin containing TCP1 subunit 6A,Cytoplasm,other,7.083705667,7.182012303,1.070516206,0.098306636,0.018160769,0.040172644
G21001,SFMBT1,SFMBT1,Scm like with four mbt domains 1,Nucleus,transcription regulator,4.804543193,4.900864437,1.069044008,0.096321244,0.016187548,0.036731459
G13483,MID1IP1,MID1IP1,MID1 interacting protein 1,Cytoplasm,other,4.848408443,4.944522113,1.068890206,0.09611367,0.011522046,0.028507468
G17883,PDF,PDF,"peptide deformylase, mitochondrial",Cytoplasm,enzyme,4.019737496,4.115640929,1.068734453,0.095903433,0.021692667,0.046110393
G4747,DDX6,DDX6,DEAD-box helicase 6,Nucleus,enzyme,8.633134315,8.728160931,1.068085113,0.095026616,0.005881112,0.017396479
G2279,C2orf47,MAIP1,matrix AAA peptidase interacting protein 1,Cytoplasm,other,3.780595027,3.874285169,1.067096125,0.093690142,0.022324612,0.047106527
G434,ADRM1,ADRM1,ADRM1 26S proteasome ubiquitin receptor,Plasma Membrane,other,6.024361493,6.117439959,1.066643793,0.093078467,0.021153951,0.04517432
G22910,SUCLA2,SUCLA2,succinate-CoA ligase ADP-forming subunit beta,Cytoplasm,enzyme,5.692715727,5.782398481,1.064136155,0.089682754,0.002384537,0.00908057
G7224,GFM1,GFM1,G elongation factor mitochondrial 1,Cytoplasm,translation regulator,6.212004837,6.299377851,1.062433847,0.087373014,0.018550269,0.040801381
G20645,SCAMP1,SCAMP1,secretory carrier membrane protein 1,Cytoplasm,transporter,7.618310128,7.70192763,1.059671798,0.083617502,0.01187272,0.029102241
G6284,FAM66B,FAM66B,family with sequence similarity 66 member B,Other,other,2.5,2.582695052,1.058994467,0.082695052,0.021099494,0.04508908
G19131,PSMD4,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4",Cytoplasm,other,6.938219462,7.020605897,1.058767955,0.082386436,0.022535988,0.047423457
G3586,CHTF18,CHTF18,chromosome transmission fidelity factor 18,Nucleus,enzyme,2.519160536,2.60149454,1.058729478,0.082334005,0.021233435,0.045297264
G20977,SETD5,SETD5,SET domain containing 5,Nucleus,enzyme,8.422471916,8.498911052,1.054412322,0.076439136,0.022016486,0.046607011
G5034,DMTF1,DMTF1,cyclin D binding myb like transcription factor 1,Nucleus,transcription regulator,6.842295342,6.914469855,1.05130007,0.072174513,0.013308692,0.031727049
G9929,LARP4B,LARP4B,La ribonucleoprotein 4B,Cytoplasm,other,6.458030793,6.513257578,1.03902242,0.055226785,0.003968788,0.013098689
G2982,CCNG2,CCNG2,cyclin G2,Nucleus,other,5.715646536,5.76261751,1.033093602,0.046970974,0.008570429,0.022856109
G7589,GPR139,GPR139,G protein-coupled receptor 139,Plasma Membrane,G-protein coupled receptor,2.522413928,2.5,-1.015657464,-0.022413928,0.022787435,0.047847054
G1340,ATG3,ATG3,autophagy related 3,Cytoplasm,enzyme,5.36337098,5.304227084,-1.041847339,-0.059143896,0.005987437,0.017610191
G17458,OTUD5,OTUD5,OTU deubiquitinase 5,Cytoplasm,enzyme,5.749244542,5.68557525,-1.0451205,-0.063669291,0.009297897,0.02432511
G26326,ZNF776,ZNF776,zinc finger protein 776,Other,other,6.725791513,6.659270409,-1.04718846,-0.066521104,0.01440641,0.03366925
G7059,GALE,GALE,UDP-galactose-4-epimerase,Cytoplasm,enzyme,3.556410739,3.480698216,-1.053881403,-0.075712524,0.013829389,0.032696513
G17866,PDE4A,PDE4A,phosphodiesterase 4A,Cytoplasm,enzyme,4.218453729,4.142128433,-1.054329125,-0.076325296,0.022196214,0.046899427
G17687,PBX1,PBX1,PBX homeobox 1,Nucleus,transcription regulator,9.771829542,9.691390166,-1.057340007,-0.080439376,0.004231246,0.013691664
G17922,PDSS2,PDSS2,decaprenyl diphosphate synthase subunit 2,Cytoplasm,enzyme,4.058993959,3.978222365,-1.057583515,-0.080771594,0.009192478,0.02413512
G9409,KHSRP,KHSRP,KH-type splicing regulatory protein,Nucleus,enzyme,7.656383729,7.573797407,-1.058914658,-0.082586321,0.013418555,0.0319212
G19498,RALBP1,RALBP1,ralA binding protein 1,Cytoplasm,enzyme,6.622829643,6.539395143,-1.059537391,-0.083434501,0.007923857,0.021571466
G13053,MAP2,MAP2,microtubule associated protein 2,Plasma Membrane,other,10.91951532,10.83418913,-1.060927588,-0.08532619,0.016958448,0.038111186
G22798,STAT5B,STAT5B,signal transducer and activator of transcription 5B,Nucleus,transcription regulator,5.806647718,5.719318958,-1.062401258,-0.08732876,0.00482789,0.015041526
G5348,DYNC1LI1,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1,Cytoplasm,other,6.872223105,6.784511894,-1.062682932,-0.087711211,0.013328507,0.031760513
