PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,NES Assoc
Q96F86,EDC3,0.098867003,0.093563137,0.141148769,0.113313188,0.176504496,0.139839984,0.157143673,0.149139218,0.130939038,0.106090096,0.149139218,-0.043933818,0.133689933,-3.437963197,0.012429016,0.041025785,-4.457861497,"56,078",1.386943105,16,1
Q8NEZ5,FBXO22,0.061645102,0.125218521,0.116927863,0.082657872,0.235481839,0.145141174,0.163825118,0.169844587,0.14610588,0.099792867,0.163825118,-0.08196084,0.137592759,-3.437401734,0.01243797,0.041027995,-4.458645685,"44,508",1.386919704,17,1
Q13136,PPFIA1,0.198354718,0.143494174,0.165672164,0.078277476,0.253470031,0.365338666,0.312971226,0.212436784,0.326990751,0.154583169,0.312971226,-0.139604544,0.216251905,-3.435155835,0.012473855,0.041094027,-4.461782882,"135,779",1.386221296,25,1
O94885,SASH1,0.099302714,0.21403228,0.177894475,0.111580086,0.280823937,0.208327082,0.359331128,0.367843845,0.092604303,0.14473728,0.280823937,-0.153379109,0.227391943,-3.425433888,0.0126305,0.041456019,-4.475370061,"136,653",1.382412401,11,1
Q9P227,ARHGAP23,0.117918085,0.178837293,0.028030499,0.097032645,1.00E-07,1.00E-07,0.00907948,1.00E-07,0.148569047,0.107475365,1.00E-07,0.103184685,0.053862288,3.423085292,0.012668663,0.041551777,-4.478654115,"162,192",1.381410399,12,1
Q9NRY4,ARHGAP35,0.062046124,0.064000907,0.063460805,0.014749065,0.152019347,0.06917762,0.146763298,0.135831409,0.174077382,0.062753465,0.146763298,-0.074883693,0.088506072,-3.408915762,0.01290159,0.042121504,-4.498481457,"170,514",1.375496133,50,1
Q969G3,SMARCE1,0.092144742,0.086201022,0.106268033,0.087292191,0.151528288,0.136638912,0.136091785,0.101129716,0.127442217,0.089718467,0.136091785,-0.038370678,0.112161836,-3.4049881,0.012966978,0.042275275,-4.503981656,"46,649",1.373913559,18,1
Q96PY5,FMNL2,0.077955431,0.012242333,1.00E-07,0.022100811,0.101317382,0.181991793,0.106381008,0.257861506,0.224875366,0.017171572,0.181991793,-0.133813253,0.094981295,-3.397059383,0.01310008,0.04263405,-4.515090416,"123,321",1.370243405,21,1
Q9BX40,LSM14B,0.071995921,0.021021499,0.091374438,0.086882887,0.169933703,0.121757418,0.108643498,0.149559842,0.044360351,0.079439404,0.121757418,-0.069654929,0.102646151,-3.394666551,0.013140541,0.042735645,-4.518444425,"42,071",1.369209734,13,1
Q9NT99,LRRC4B,0.345504111,0.16506586,0.019720094,0.015171973,0.557292148,0.349033853,0.420590218,0.743488703,0.465567472,0.092392977,0.465567472,-0.381235721,0.32698337,-3.381424423,0.01336693,0.043349925,-4.537018004,"76,434",1.363011645,8,1
Q9UKL0,RCOR1,0.234470548,0.190728544,0.143034663,0.169952712,0.239283591,0.254782601,0.256476029,0.245383252,0.289332035,0.180340628,0.254782601,-0.064434752,0.216763993,-3.379986468,0.013391768,0.043415249,-4.539036139,"53,327",1.362357705,9,1
Q9BXC9,BBS2,0.462775834,0.361227694,0.516611307,0.47540832,0.701790453,1.008608712,0.595338763,0.733655708,0.604233932,0.469092077,0.701790453,-0.30584262,0.606927099,-3.365792304,0.01363966,0.044079797,-4.558970276,"79,871",1.355760417,5,1
Q9Y3S1,WNK2,0.087613467,0.180184996,0.102981861,0.212237595,0.220684494,0.395191529,0.282575617,0.294188123,0.140242223,0.141583429,0.282575617,-0.152405461,0.22195721,-3.355757053,0.013817931,0.044520028,-4.573077819,"242,676",1.351444568,25,1
Q9UQL6,HDAC5,1.110085719,0.701146865,0.70945551,1.046983003,1.214720281,1.510955281,1.182862956,1.573273803,2.175941785,0.878219257,1.510955281,-0.478535306,1.131185427,-3.353006413,0.013867237,0.044612826,-4.5769467,"121,978",1.350540263,2,1
O00592,PODXL,1.00E-07,0.0035418,0.024961899,0.001603488,0.051236796,0.016035612,0.063200613,0.053975017,0.001086674,0.002572644,0.051236796,-0.038585188,0.026819415,-3.353001647,0.013867322,0.044612826,-4.576953404,"58,635",1.350540263,8,1
O75874,IDH1,0.013915841,0.023086405,0.003988672,0.021903128,0.031066395,0.027845015,0.031657109,0.041570819,0.026973306,0.017909485,0.031066395,-0.017311323,0.024379173,-3.346336543,0.013987591,0.044967987,-4.586331746,"46,659",1.347096557,31,1
Q96SI9,STRBP,0.109198909,0.118455677,0.0695425,0.105481361,0.136697247,0.133185189,0.131888108,0.150732358,0.144817419,0.107340135,0.136697247,-0.037456114,0.119397669,-3.345468014,0.014003346,0.044987818,-4.587554214,"73,653",1.346905067,27,1
Q9Y4H2,IRS2,0.366687947,0.087628815,0.271741877,0.188558604,0.38304638,0.582742292,0.450129631,0.439996813,0.169974622,0.230150241,0.439996813,-0.235324468,0.346316545,-3.338338263,0.014133416,0.045342665,-4.597592706,"137,334",1.343492958,15,1
Q92796,DLG3,0.150046295,0.148859715,0.127436452,0.08053983,0.046070358,0.088169375,0.067888066,0.014119688,0.097865098,0.138148084,0.067888066,0.072658701,0.090391222,3.311059733,0.014643323,0.04654251,-4.636053494,"90,314",1.332150201,12,1
Q5H9F3,BCORL1,0.572221364,0.648880966,0.631413973,0.580220429,0.566068425,0.534687362,0.541917647,0.521023331,0.563001377,0.605817201,0.541917647,0.067259992,0.574554187,3.297622153,0.014901825,0.047137282,-4.655030303,"182,526",1.326635461,8,1
Q9Y2E4,DIP2C,0.369991823,0.19262448,0.159618708,0.213227326,0.066358047,0.022582486,0.137681207,1.00E-07,0.032543589,0.202925903,0.032543589,0.177210124,0.145260522,3.292859793,0.014994626,0.047398397,-4.661760624,"170,767",1.324236343,30,1
Q66K74,MAP1S,0.063547336,0.05849916,0.053773682,0.052134183,0.088268262,0.065591288,0.106201887,0.080378546,0.08817414,0.056136421,0.08817414,-0.028121405,0.071049293,-3.283501262,0.015178822,0.047882426,-4.674993709,"112,211",1.319823851,34,1
Q8N4C8,MINK1,0.094895768,0.184436826,0.172937107,0.314215159,0.440129033,0.508803182,0.311579247,0.330781956,0.429121217,0.178686966,0.429121217,-0.206202139,0.294722285,-3.278072542,0.015286796,0.048140911,-4.682674408,"149,822",1.317485695,14,1
P54098,POLG,1.00E-07,0.03403076,1.00E-07,1.00E-07,0.031081646,0.032567483,0.041419775,0.0451282,0.046835042,1.00E-07,0.041419775,-0.029041511,0.02302852,-3.271224572,0.015424188,0.048491003,-4.692367702,"139,562",1.314338835,25,1
O75110,ATP9A,0.397212397,0.327633503,0.401946967,0.344140896,0.457165713,0.726491478,0.548671334,0.5120609,0.532480754,0.370676647,0.532480754,-0.193363916,0.464415399,-3.269751644,0.015453914,0.048534948,-4.694453298,"118,583",1.313945427,15,1
Q9UIF9,BAZ2A,0.423252542,0.423328954,0.393874128,0.448893949,0.446503203,0.476880511,0.526669527,0.526550713,0.472529535,0.423290748,0.476880511,-0.071813595,0.458244191,-3.269411657,0.015460784,0.048540038,-4.694934738,"211,198",1.313899889,31,1
P51674,GPM6A,0.155988028,0.18581291,0.055359688,0.168477478,0.048665362,1.00E-07,0.07630804,1.00E-07,0.244833552,0.162232753,0.048665362,0.110166126,0.086326463,3.266352387,0.015522754,0.048701523,-4.699267387,"31,210",1.31245746,3,1
Q13555,CAMK2G,0.095392636,0.054487899,0.066143657,0.080128728,0.114953949,0.13300764,0.128403718,0.088421249,0.119531711,0.073136192,0.119531711,-0.042158409,0.095117435,-3.260910869,0.015633647,0.048982956,-4.706976371,"62,607",1.309955008,5,1
P51692,STAT5B,0.004384534,0.020057712,0.024309742,0.035937848,0.077299589,0.032284359,0.070492803,0.054985889,0.093302419,0.022183727,0.070492803,-0.037593201,0.039969059,-3.256084323,0.015732727,0.049226665,-4.713816805,"89,866",1.307799588,8,1
Q53GS9,USP39,0.08779108,0.083315799,0.085863591,0.083341291,0.101712504,0.088849865,0.107469583,0.09525129,0.076685006,0.084602441,0.09525129,-0.01324287,0.091699375,-3.250162256,0.015855227,0.049476013,-4.722213296,"65,381",1.305605303,18,1
O95248,SBF1,0.057586272,0.080034282,0.123559446,0.095205268,0.139080745,0.195251468,0.144391036,0.252244697,0.20172307,0.087619775,0.195251468,-0.093645669,0.135919152,-3.249432651,0.01587039,0.049506622,-4.723248012,"208,443",1.305336702,42,1
Q9H0D6,XRN2,0.060992989,0.098564958,0.108316012,0.103453581,0.15259583,0.12010731,0.122684044,0.146505269,0.124499951,0.10100927,0.124499951,-0.042641228,0.114152499,-3.244716539,0.015968786,0.049712998,-4.729937719,"108,582",1.303530042,53,1
Q96GE4,CEP95,0.642408505,1.067806599,0.670363182,1.514259119,1.00E-07,1.00E-07,0.64229688,1.00E-07,0.791110778,0.86908489,1.00E-07,0.813135056,0.567141823,3.233728911,0.016200604,0.050259796,-4.745532633,"95,297",1.298779279,3,1
O00458,IFRD1,0.361400034,0.265949787,0.333948638,0.365944324,0.182467594,0.117201793,0.203747843,0.291334245,0.223359427,0.347674336,0.203747843,0.133122827,0.265249282,3.224159421,0.016405473,0.050798729,-4.759125167,"50,269",1.294147154,8,1
Q8IVT5,KSR1,0.070152166,0.138902854,0.139857783,0.140847988,0.244679182,0.203858236,0.155733526,0.199474452,0.203943288,0.139380318,0.203858236,-0.078496151,0.161688273,-3.223056289,0.016429269,0.050855382,-4.760692678,"102,160",1.293663081,23,1
O60502,MGEA5,,,,,,,,,,,,-0.047119575,0.180064114,-3.207979353,0.016758277,0.051752515,-4.782129198,"102,915",1.286068542,,1
Q9NXD2,MTMR10,1.00E-07,0.047632714,0.013204412,0.02814159,0.161722793,0.135751037,0.032273598,0.134856917,0.017355056,0.020673001,0.134856917,-0.093906382,0.069197895,-3.193598025,0.01707876,0.052584153,-4.802598611,"88,273",1.279145117,10,1
Q96EK9,KTI12,0.104525763,0.153861926,0.055479135,0.09006165,0.156065702,0.202738947,0.151246359,0.189045596,0.212864539,0.097293706,0.189045596,-0.073792033,0.137878135,-3.185646896,0.017258789,0.052964839,-4.813924796,"38,616",1.276012341,13,1
Q13615,MTMR3,0.381787413,0.420713927,0.152312434,0.330318659,0.638777222,0.612725714,0.592489322,0.410896853,0.683273672,0.356053036,0.612725714,-0.242439169,0.442502693,-3.185607496,0.017259686,0.052964839,-4.813980936,"133,619",1.276012341,10,1
Q02338,BDH1,0.03905312,0.147871643,0.110555871,0.037997613,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.074804495,1.00E-07,0.083869462,0.041934831,3.181694252,0.017349048,0.053186107,-4.819557626,"38,157",1.274201798,11,1
Q96N67,DOCK7,0.086454902,0.090506859,0.065104691,0.081248428,0.073021569,0.029782484,0.04820739,0.038818792,0.059276763,0.083851665,0.04820739,0.033371161,0.064143139,3.175479677,0.017491992,0.053500151,-4.828417075,"242,561",1.27164499,68,1
Q92823,NRCAM,0.120282578,0.109272864,0.053199384,0.009954798,0.184051365,0.253422534,0.120198628,0.285521659,0.255178094,0.081236124,0.253422534,-0.13762114,0.141987976,-3.167670985,0.01767341,0.05393015,-4.839554577,"143,890",1.268168375,19,1
Q4KMP7,TBC1D10B,0.101974966,0.074588258,0.061522913,0.111659329,0.114960764,0.137949069,0.178586333,0.134884777,0.042356378,0.088281612,0.134884777,-0.054158869,0.114515801,-3.15907287,0.017875525,0.054474985,-4.851825055,"87,199",1.26380288,13,1
P60880,SNAP25,0.024884639,1.00E-07,1.00E-07,0.036264525,0.041353545,0.039029957,0.047663117,0.048249475,0.018345609,0.01244237,0.041353545,-0.028786682,0.029680682,-3.157771311,0.017906338,0.054550905,-4.853683165,"23,315",1.263198037,6,1
O95206,PCDH8,3.902210484,3.679290709,2.875397598,3.147974348,2.65952319,2.526299754,2.880411289,2.362864286,2.990567961,3.413632529,2.65952319,0.793943655,3.004246457,3.156770206,0.017930076,0.054587253,-4.855112459,"113,019",1.262908761,21,1
Q8NCN4,RNF169,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.357828117,1.19295772,0.668593162,0.285927921,0.651356085,1.00E-07,0.651356085,-0.62632663,0.313163415,-3.140858068,0.018311995,0.055494167,-4.877843677,"77,194",1.255752666,2,1
Q9P2N6,KANSL3,0.744248883,0.525998814,0.542479335,0.495936454,0.967176282,0.645692391,0.897892062,1.030942369,0.930998245,0.534239074,0.930998245,-0.308259905,0.731295824,-3.139736804,0.018339236,0.055558512,-4.879446384,"95,992",1.255249395,10,1
Q96JN8,NEURL4,0.066857279,0.090210908,0.012836355,0.107668692,0.020322057,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.078534094,1.00E-07,0.064312719,0.037236949,3.13153846,0.018539753,0.056019137,-4.891168589,"166,907",1.251663589,17,1
P62256,UBE2H,0.255410631,0.217501574,0.270867859,0.208311263,0.327157925,0.259937307,0.31383453,0.358844393,0.305078456,0.236456102,0.31383453,-0.076920707,0.276483185,-3.122964158,0.018752,0.056529573,-4.903435253,"20,655",1.247724294,5,1
Q8NEM7,SUPT20H,0.208358967,0.220588028,0.216600578,0.18312358,0.268636437,0.257671483,0.245785931,0.345019521,0.426569436,0.212479773,0.268636437,-0.072110554,0.243223066,-3.116563236,0.018912156,0.056895976,-4.912597173,"85,789",1.244918447,5,1
Q9HCM4,EPB41L5,0.213887919,0.219728,0.238424549,0.190374243,0.297982459,0.352422613,0.244326827,0.270733014,0.293616067,0.21680796,0.293616067,-0.07576255,0.253484953,-3.116406462,0.018916097,0.056895976,-4.91282162,"81,856",1.244918447,16,1
P49750,YLPM1,0.047470165,0.066108533,0.065146169,0.090973624,0.021886302,0.028291178,0.049577307,0.039329245,0.019403127,0.065627351,0.028291178,0.032653615,0.051097815,3.114003486,0.018976615,0.057040892,-4.91626214,"241,645",1.243813693,49,1
P27448,MARK3,0.103948766,0.066513067,0.091004217,0.09813608,0.140386436,0.1646396,0.189216625,0.104379116,0.160493653,0.094570149,0.160493653,-0.059754912,0.119777988,-3.109561965,0.019089024,0.05728566,-4.92262283,"84,429",1.241954082,19,1
O43639,NCK2,0.3352026,0.327442376,0.328481105,0.27726858,0.296836673,0.254976194,0.211644707,0.238894084,0.277364264,0.327961741,0.254976194,0.066510751,0.28384329,3.085982123,0.019697946,0.058750713,-4.956422191,"42,915",1.230986862,12,1
Q9NS68,TNFRSF19,3.727050351,3.533010137,4.312310794,3.675340533,3.055252688,1.143515139,3.043041709,1.151827438,2.383155118,3.701195442,2.383155118,1.71351871,2.955168599,3.082407061,0.019792081,0.058955406,-4.961551146,"46,015",1.229476364,2,1
Q4KMQ1,TPRN,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.426529012,0.860611668,2.144937247,0.948308217,0.952349412,1.00E-07,0.948308217,-1.095096436,0.547548318,-3.078349207,0.019899516,0.059161069,-4.967374145,"75,556",1.227963987,2,1
Q9ULT8,HECTD1,1.059889471,1.029148115,1.160967598,1.016753804,1.420349803,1.213922683,1.24518458,1.159863402,1.361104154,1.044518793,1.24518458,-0.19314037,1.163259932,-3.067567218,0.020188041,0.059847996,-4.982853446,"289,384",1.22295039,50,1
Q9ULX6,AKAP8L,0.13076007,0.13079714,0.116516239,0.120136785,0.126994485,0.164445328,0.161314289,0.173230194,0.172070597,0.125448427,0.164445328,-0.031943515,0.140524316,-3.056338433,0.020493317,0.060595205,-4.998985205,"71,649",1.217561742,16,1
P50542,PEX5,0.13386157,0.086600416,0.130661483,0.173691982,0.195039071,0.175584267,0.238681075,0.183297053,0.219842778,0.132261526,0.195039071,-0.066946504,0.164677115,-3.049965585,0.020668781,0.061024398,-5.008145651,"70,865",1.214496498,19,1
Q9UPN6,SCAF8,0.149004656,0.164479595,0.046003489,0.066610779,0.159520049,0.237464961,0.202250151,0.235069056,0.179093894,0.107807717,0.202250151,-0.102051425,0.157550342,-3.047297983,0.020742708,0.061195622,-5.011981162,"140,519",1.213279647,24,1
O00506,STK25,0.522896009,0.547836582,0.53586604,0.542539778,0.55269177,0.888073509,0.917790132,0.768454363,0.787631294,0.539202909,0.787631294,-0.244467841,0.659518523,-3.044855327,0.020810651,0.061376483,-5.015493785,"48,112",1.211998,3,1
Q68CP9,ARID2,0.051404333,1.00E-07,0.058514833,0.068894464,0.135923559,0.066236147,0.201013401,0.148771403,0.099907027,0.054959583,0.135923559,-0.093282695,0.09134478,-3.043812295,0.020839735,0.061442664,-5.016993857,"197,391",1.211529966,30,1
Q15555,MAPRE2,0.107543264,0.109071569,0.113844213,0.126789421,0.255090165,0.124185282,0.235351227,0.318131077,0.24293279,0.111457891,0.24293279,-0.118877321,0.173750777,-3.026786654,0.021320725,0.062561543,-5.041493064,"37,031",1.20369255,15,1
Q96Q05,TRAPPC9,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.062557579,0.049347195,0.049862996,1.00E-07,1.00E-07,1.00E-07,0.049347195,-0.040441868,0.020221034,-3.024005396,0.021400425,0.062739304,-5.04549752,"128,530",1.202460303,29,1
P38117,ETFB,0.006866303,0.026477199,0.028311297,0.012057164,1.00E-07,1.00E-07,0.00238878,0.006458042,1.00E-07,0.019267181,1.00E-07,0.016216235,0.010319873,3.023954963,0.021401874,0.062739304,-5.04557014,"27,844",1.202460303,17,1
Q8IUX7,AEBP1,1.858475021,3.003101621,2.779159418,2.685359471,2.191954217,1.50043787,1.639536718,1.195645349,1.487948092,2.732259445,1.50043787,0.949630344,2.106708711,3.018191631,0.021568063,0.063167028,-5.053870278,"130,929",1.199509558,6,1
O00178,GTPBP1,0.089477949,0.077085001,0.069300065,0.075588987,0.11958581,0.086761302,0.095082413,0.107146031,0.106869173,0.076336994,0.106869173,-0.024280888,0.090003445,-3.012410256,0.021736166,0.063498448,-5.062199182,"72,454",1.19723689,26,1
Q13642,FHL1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.050574927,0.037570812,0.042983193,1.00E-07,1.00E-07,0.037570812,-0.032782158,0.016391179,-3.010645329,0.021787764,0.063608988,-5.064742364,"36,263",1.196481516,10,1
Q9BZH6,WDR11,0.05548141,0.049951862,0.061195558,0.097803969,0.120047781,0.119495598,0.078313603,0.12501858,0.078819114,0.058338484,0.119495598,-0.044610691,0.088413545,-3.007607988,0.02187687,0.06384897,-5.069119641,"136,685",1.194846105,34,1
Q9Y5A7,NUB1,0.276180093,0.327713725,0.316330197,0.200889735,0.395129262,0.374672346,0.389974676,0.332926184,0.419915319,0.296255145,0.389974676,-0.09289718,0.326727027,-3.006993123,0.021894955,0.063861438,-5.070005849,"70,538",1.194761308,15,1
Q8TE99,PXYLP1,1.674957446,1.299758152,0.397924728,0.393368343,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.84884144,1.00E-07,0.941502067,0.470751134,3.003547025,0.021996617,0.064036751,-5.074973297,"55,240",1.193570708,2,1
P29375,KDM5A,0.219705924,0.250766571,0.225121596,0.263945868,0.488719464,0.370384027,0.367929777,0.268668616,0.396052312,0.237944083,0.370384027,-0.134040481,0.30690523,-3.000710168,0.022080686,0.064200637,-5.079063269,"192,095",1.192460661,14,1
Q8IVF7,FMNL3,0.072861959,0.095253392,0.094095219,0.122723214,0.114798862,0.171637421,0.130968655,0.157774135,0.018571603,0.094674305,0.130968655,-0.047561322,0.120014107,-2.997456042,0.022177546,0.064421487,-5.083755632,"117,213",1.190969257,11,1
Q9H6Z4,RANBP3,0.053563184,1.00E-07,0.054871407,0.065471697,0.095428307,0.091848982,0.084805223,0.078192094,0.080978976,0.054217296,0.084805223,-0.044092054,0.065522624,-2.993974939,0.022281667,0.064662993,-5.088776237,"60,210",1.1893442,19,1
Q9Y483,MTF2,0.211527264,0.139227057,0.187684918,0.205187453,0.41616475,0.534361498,0.202871974,0.576774756,0.497223882,0.196436185,0.497223882,-0.246636571,0.309224959,-2.990062415,0.022399319,0.064943274,-5.094420218,"67,090",1.187465822,10,1
Q8IX12,CCAR1,0.082458162,0.09716007,0.09225202,0.093143571,0.112134407,0.097490691,0.122814646,0.104790879,0.128025543,0.092697795,0.112134407,-0.0180542,0.100280556,-2.978048697,0.022764762,0.065640584,-5.11175812,"132,821",1.182827564,40,1
Q9HBE1,PATZ1,0.671635819,0.693273985,0.683533697,0.608612661,0.837742823,0.799979461,0.709819278,0.723772512,0.813100208,0.677584758,0.799979461,-0.103564478,0.716046279,-2.972184363,0.022945466,0.065988733,-5.1202255,"74,060",1.18053021,15,1
Q9HCL3,ZFP14,0.798966881,0.228787117,0.977073146,0.22590226,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.250660449,0.513876999,1.00E-07,0.557682251,0.278841226,2.971852763,0.02295573,0.065997723,-5.12070437,"63,463",1.180471051,1,1
Q04727,TLE4,0.3082708,0.315070967,0.313211126,0.240557586,0.537755214,0.67785686,0.368974572,0.413530148,0.54868829,0.310740963,0.537755214,-0.205251579,0.396903409,-2.964498811,0.023184621,0.06661436,-5.13132653,"83,755",1.176432143,5,1
Q12899,TRIM26,0.319772033,0.332943508,0.395996717,0.392443052,0.45680584,0.396922219,0.418028906,0.478178372,0.361969185,0.36269328,0.418028906,-0.077195006,0.398886331,-2.956736028,0.023428895,0.067211777,-5.142543701,"62,166",1.172554619,11,1
O43432,EIF4G3,0.081739085,0.084872625,0.074387648,0.074796577,0.094872636,0.090278944,0.107428133,0.085172619,0.086440048,0.078267831,0.090278944,-0.015489099,0.086693534,-2.934702374,0.024137374,0.068880913,-5.17440677,"176,652",1.161901102,45,1
Q8WVF1,OSCP1,0.422459468,0.527384661,0.301954203,0.349180989,0.327095435,0.124402831,0.135413927,0.237883925,0.324181883,0.385820229,0.237883925,0.194045801,0.30322193,2.932357691,0.024214105,0.069014679,-5.177799537,"44,586",1.161058526,5,1
P43034,PAFAH1B1,0.075504765,0.044402013,0.069193667,0.056310036,0.099112293,0.091258217,0.072324259,0.083710136,0.045010395,0.062751852,0.083710136,-0.025248606,0.073976923,-2.905950335,0.025096558,0.07113405,-5.216038097,"46,638",1.147922467,32,1
Q96EP5,DAZAP1,0.015027296,0.024964866,0.035276971,0.018880796,0.016104718,1.00E-07,0.010660116,0.000768001,1.00E-07,0.021922831,0.000768001,0.016654248,0.015210358,2.902694984,0.025207701,0.071318972,-5.220755294,"43,383",1.146794925,10,1
Q92574,TSC1,1.00E-07,1.00E-07,0.024557215,1.00E-07,0.044788859,0.012418935,0.034620761,0.036770283,0.040419064,1.00E-07,0.036770283,-0.026010331,0.019144544,-2.899646421,0.02531226,0.071527249,-5.225173497,"129,767",1.145528479,23,1
